"party","MP"
"fortsättningsvis","4.0"
"ämnen","20.0"
"siffrorna","2.0"
"riksrevisionens","2.0"
"förordnanden","1.0"
"enskilde","2.0"
"ämnet","2.0"
"finansiering","28.0"
"enskilda","42.0"
"debatten","74.0"
"vandrande","1.0"
"debatter","8.0"
"hittat","6.0"
"snabbare","8.0"
"lärare?","2.0"
"hittar","4.0"
"genomföra","29.0"
"beträffande","9.0"
"hittas","1.0"
"löjliga","1.0"
"riksintresse","1.0"
"ekonomiansvar","2.0"
"utredningar","9.0"
"fortlöpande","1.0"
"interpellantens","11.0"
"genomförs","3.0"
"borgerlig","1.0"
"stegens","1.0"
"klasstorleken","1.0"
"därtill","5.0"
"skolavslutning","1.0"
"spelar","8.0"
"it-ministerposten","1.0"
"byggsten","1.0"
"tillhör","2.0"
"hänseende","3.0"
"barnens","2.0"
"utredningsarbete","1.0"
"viken","1.0"
"90-talets","1.0"
"riklig","1.0"
"åsikt","2.0"
"redogjort","6.0"
"någonting","47.0"
"holistiskt","1.0"
"glesbygdsområden","1.0"
"tillgodose","3.0"
"tryggare","2.0"
"sätter","6.0"
"sättet","26.0"
"fortsätter","13.0"
"annonsbeställning","1.0"
"bostadsinbrott","2.0"
"genomförbar","1.0"
"påbörjas","1.0"
"röstats","1.0"
"påbörjar","1.0"
"påbörjat","2.0"
"utförligt","2.0"
"friktion","2.0"
"uppkopplingar","1.0"
"anpassningsfonderna","1.0"
"togs","9.0"
"kund","1.0"
"räntor","2.0"
"påtaglig","1.0"
"samfinansieringen","1.0"
"framställer","1.0"
"borde","17.0"
"decemberöverenskommelsen","3.0"
"fullkomligt","1.0"
"själavård","1.0"
"förarbeten","1.0"
"åkare","5.0"
"klimatfinansieringsarkitekturen","2.0"
"antagonistiska","1.0"
"fornarve","1.0"
"bereddes","1.0"
"läromedelsförlagen","1.0"
"knutna","2.0"
"forskningsrapport","1.0"
"löper","2.0"
"tobé","3.0"
"vattendelegationerna","3.0"
"reaktorerna","6.0"
"ämnar","3.0"
"duplicering","1.0"
"kritiska","5.0"
"utvidga","2.0"
"rapporter","5.0"
"deltagit","3.0"
"formuleringar","1.0"
"rapporten","3.0"
"länderna","19.0"
"publicering","2.0"
"museer:","1.0"
"krets","1.0"
"detalj","1.0"
"avvecklade","1.0"
"komma","71.0"
"omröstningarna","1.0"
"museer?","1.0"
"öka","67.0"
"klimatmänniskor","1.0"
"jakt","3.0"
"krisberedskapsövning","1.0"
"nationalmuseum","2.0"
"medan","13.0"
"turismnäringen","1.0"
"reaktorer?","1.0"
"mistake","1.0"
"samarrangera","1.0"
"prioriteringen","1.0"
"hävdar","1.0"
"dagtid","1.0"
"ojämlikhet","1.0"
"städa","1.0"
"kunskap","17.0"
"lärarutbildningen","6.0"
"transporternas","2.0"
"intensiv","1.0"
"vinner","1.0"
"åka","2.0"
"råkar","1.0"
"gick","11.0"
"energimässigt","1.0"
"kärnkraftpark","1.0"
"jordbruksland","1.0"
"avgör","10.0"
"personuppgifter","1.0"
"detekterats","1.0"
"bedömningar","5.0"
"debatterade","2.0"
"hamnar","21.0"
"grönröda","1.0"
"följdfrågan","1.0"
"etappmål","2.0"
"socioekonomisk","1.0"
"eskalerar","1.0"
"hamnat","5.0"
"korrigera","1.0"
"farliga","5.0"
"vägarna","3.0"
"samarbetsregering","1.0"
"lånevillkor","2.0"
"kurs","1.0"
"biståndspolitiken","1.0"
"produktionen","4.0"
"hänsynsfulla","1.0"
"miljösidan","1.0"
"tillgång","26.0"
"jacobsson","3.0"
"bebyggda","1.0"
"talare","1.0"
"ränteavdrag","3.0"
"ekokonsumtionen","1.0"
"prideparaden","1.0"
"rollen","2.0"
"driver","12.0"
"andel","10.0"
"trelleborgs","1.0"
"ansvarsområde","1.0"
"klasserna","1.0"
"driven","1.0"
"finnas","44.0"
"gräns","3.0"
"roller","1.0"
"konkreta","15.0"
"armémuseum","1.0"
"avreglerad","1.0"
"svaret:","1.0"
"logik","1.0"
"forskare","3.0"
"stadsmiljöavtal?","1.0"
"risk-","1.0"
"vinnova","5.0"
"övertygade","1.0"
"finansiera","9.0"
"skrotades","1.0"
"östersund","1.0"
"lyder","1.0"
"skärgårdsmiljön","1.0"
"kursplanerna","3.0"
"kemikalieinspektionen","6.0"
"inkomstkravet","1.0"
"orkestrera","1.0"
"medel","25.0"
"ödmjuk","1.0"
"gemensamheter","1.0"
"uppåkra","11.0"
"aspekter","7.0"
"aspekterna","2.0"
"tolvåriga","1.0"
"aspekten","1.0"
"halkat","1.0"
"warborns","2.0"
"medianåldern","1.0"
"justera","1.0"
"bostadsbeståndet","1.0"
"ndf","2.0"
"regleringsbrevet","3.0"
"fiskarhedens","1.0"
"förberedd","1.0"
"generationer","3.0"
"naturligtvis","74.0"
"kust","1.0"
"farligt","2.0"
"uruguay","1.0"
"nyttig","1.0"
"rekommenderar","4.0"
"förbereda","3.0"
"klimathot","1.0"
"klimat","4.0"
"ombord","1.0"
"främlingsfientlighet","1.0"
"eldsjälar","1.0"
"arbetsmarknadsministerns","1.0"
"honom","5.0"
"ensidigt","3.0"
"finaste","1.0"
"ned","48.0"
"föredömligt","3.0"
"bedömningen","13.0"
"nej","9.0"
"rekommendationer","2.0"
"damer","1.0"
"högskolor","1.0"
"motsvarar","3.0"
"extraordinära","1.0"
"finansiell","17.0"
"arbetskraftsutmaning","1.0"
"kulturhistoriskt","2.0"
"åtgärd","8.0"
"öra","1.0"
"markus","3.0"
"finansministern","2.0"
"huvuduppgifter","1.0"
"påstår","2.0"
"läraren","12.0"
"rättssektorn","1.0"
"svenska","156.0"
"nöjd","1.0"
"finner","1.0"
"sjösattes","1.0"
"drivit","5.0"
"omvandla","2.0"
"utgångspunkterna","2.0"
"intervall","1.0"
"tandkräm","3.0"
"lärares","8.0"
"höstens","1.0"
"esbokonventionen","7.0"
"slog","1.0"
"skattemässigt","1.0"
"fortlevnad","1.0"
"förvånande","2.0"
"tydliggöra","6.0"
"sanitet","2.0"
"terrestra","1.0"
"öppnas","2.0"
"öppnar","5.0"
"tomter","1.0"
"smarta","3.0"
"läromedel","19.0"
"rikt","5.0"
"byggnadsverken","1.0"
"talats","1.0"
"tydliggörs","1.0"
"svenskt","13.0"
"energiproduktion","3.0"
"översynen","4.0"
"yttrat","1.0"
"samhällets","8.0"
"specifik","2.0"
"års","14.0"
"remiss","5.0"
"klimatpåverkan","14.0"
"metoder","27.0"
"omgång","1.0"
"prognoser","1.0"
"havet","1.0"
"metoden","7.0"
"prognosen","1.0"
"åsa","4.0"
"tillträde","2.0"
"värderade","2.0"
"transportpolitiska","1.0"
"överträffa","2.0"
"rektor","8.0"
"omtolkning","1.0"
"saknades","2.0"
"rika","1.0"
"koncentrationer","6.0"
"1,4 miljarder","1.0"
"finansmarknadsforskningen","3.0"
"informationsteknik","3.0"
"myggsituation","1.0"
"multilaterala","5.0"
"systematisk","1.0"
"skrov","1.0"
"försoning","2.0"
"echo","2.0"
"fullt","13.0"
"beskrivas","1.0"
"prisbild","1.0"
"fullo","1.0"
"nio","3.0"
"publikundersökningar","1.0"
"kompetens","36.0"
"skolade","2.0"
"merparten","1.0"
"stressat","1.0"
"finansmarknadsminister","3.0"
"statsrådens","3.0"
"kurser","1.0"
"vettiga","1.0"
"modell","5.0"
"elevers","6.0"
"noggrant","7.0"
"befintliga","8.0"
"sluta","6.0"
"samlade","7.0"
"oskäliga","3.0"
"ursäkt","1.0"
"likriktning","1.0"
"tydligen","2.0"
"echa","1.0"
"rågången","1.0"
"befintligt","3.0"
"skapa","42.0"
"sluts","1.0"
"koppla","1.0"
"trossamfunden","24.0"
"flygbuller","1.0"
"hbtq-frågor","1.0"
"skuldsaneringsprogram","1.0"
"gods-","1.0"
"mandatperioden","14.0"
"numera","7.0"
"vettigt","1.0"
"delaktiga","2.0"
"tonnageskatt","2.0"
"involveras","1.0"
"mandatperioder","2.0"
"satsning","19.0"
"öland","1.0"
"småningom","1.0"
"mechanism","1.0"
"bestört","1.0"
"samordna","6.0"
"vanlig","3.0"
"lycka","1.0"
"fulla","1.0"
"kandidater","4.0"
"kommande","21.0"
"svar:","1.0"
"strukturellt","2.0"
"vasamuseet","1.0"
"strukturella","3.0"
"absoluta","2.0"
"erfarenhet","6.0"
"biståndsminister","6.0"
"sannolikhet","1.0"
"detaljfråga","1.0"
"elever?","1.0"
"förstör","1.0"
"norrköping","1.0"
"infrastruktur","9.0"
"energieffektiviseringen","1.0"
"rekommendation","1.0"
"slut","1.0"
"professionen","4.0"
"slutsatsen","2.0"
"miljöer","3.0"
"hälsosynpunkt","1.0"
"undanröja","1.0"
"slutsatser","8.0"
"lohman:","1.0"
"jobb?","1.0"
"bygglovsärende","1.0"
"segment","1.0"
"ordinarie","3.0"
"metod","9.0"
"investering","3.0"
"prioriteringarna","2.0"
"humanitär","1.0"
"rimligt","15.0"
"lånen","4.0"
"månadslönen","1.0"
"vargarna","1.0"
"miljöarbetet","4.0"
"eu-parlamentet","2.0"
"rågångar","1.0"
"jobba","40.0"
"elevens","2.0"
"nazistisk","1.0"
"lärarna","13.0"
"skala","1.0"
"läsfärdighet","1.0"
"manifesterade","1.0"
"dieselbilarna","2.0"
"styrande","1.0"
"göteborgare","3.0"
"nått","4.0"
"blind","2.0"
"nod","1.0"
"konstituerar","1.0"
"nog","24.0"
"rimliga","9.0"
"bestått","1.0"
"flyktingkonvention","1.0"
"hyresbostadsutredningen","1.0"
"redundans","1.0"
"framöver","32.0"
"rita","1.0"
"fungerande","19.0"
"verkningsfull","1.0"
"bostadsbyggande","31.0"
"turistinkomster","1.0"
"planerade","2.0"
"resultat","18.0"
"medierna","5.0"
"kunna","168.0"
"kvar","13.0"
"förskola","1.0"
"transportsystem","1.0"
"område","34.0"
"läraryrkets","5.0"
"risk","11.0"
"underlag","18.0"
"arbetsmarknadspolitisk","1.0"
"forskningsstöd","1.0"
"olikvärdighet","1.0"
"totalmotståndare","1.0"
"subsidy","1.0"
"personbilar","1.0"
"partiordförande","1.0"
"beskrivit","1.0"
"ovanlig","2.0"
"debatterats","1.0"
"<em>en</em>","1.0"
"vattenkraftsföretagen","1.0"
"modest","1.0"
"företagsarbete","1.0"
"årskurs","13.0"
"kostnaderna","9.0"
"riva","1.0"
"framställan","1.0"
"långt","16.0"
"mångfalden","10.0"
"efterfrågat","1.0"
"efterfrågas","3.0"
"christensson","5.0"
"cdm-projekten","1.0"
"bebyggts","1.0"
"lyft","4.0"
"inavel","2.0"
"anpassa","2.0"
"nyhet","4.0"
"livet","8.0"
"säkerhetsfrågan","1.0"
"toppredator","1.0"
"socialförsäkringen","1.0"
"jämställdhetsfrågan","2.0"
"inleda","1.0"
"talarstolen","2.0"
"lagstadgade","1.0"
"skatteförändringarna","1.0"
"startskottet","1.0"
"skepsis","1.0"
"studieort","1.0"
"fariz","1.0"
"utvärderingsprocesser","1.0"
"varierat","1.0"
"varierar","1.0"
"förbättringspotential","1.0"
"bokaler","1.0"
"rättsliga","1.0"
"transportnätet","1.0"
"sägs","3.0"
"konkurrensmässiga","3.0"
"moderater","1.0"
"miljöhänsynen","1.0"
"överklaganden","4.0"
"rovdjurspolitik","1.0"
"gymnasieskolor","1.0"
"modern","5.0"
"nu?","1.0"
"utläsa","1.0"
"säga","80.0"
"miljöbalkens","1.0"
"växthusgaser","5.0"
"flerbostadshus","4.0"
"beloppsgränser","1.0"
"vattenområden","1.0"
"terminer","1.0"
"strandskyddsområdet","1.0"
"systematiskt","3.0"
"elförsörjning","1.0"
"skärgårdsbefolkningens","1.0"
"slaget","1.0"
"långa","13.0"
"kadmium","2.0"
"yngre","1.0"
"systematiska","2.0"
"hopkopplade","1.0"
"bohlin","6.0"
"lagstiftningen","15.0"
"påminna","8.0"
"naturligt","2.0"
"svara","43.0"
"lösningarna","2.0"
"effektsynpunkt","1.0"
"mänskligt","1.0"
"bättre","62.0"
"asylrätten","3.0"
"centerpartistisk","1.0"
"skars","1.0"
"engagemang","17.0"
"hbtq-frågan","2.0"
"licensjakten","2.0"
"skyndsamt","7.0"
"beskriver","5.0"
"mänskliga","23.0"
"återupprätta","1.0"
"vanligaste","1.0"
"zlatan","2.0"
"randen","1.0"
"volymer","1.0"
"svart","1.0"
"energianvändningen","4.0"
"ahlgren","5.0"
"utsläppsminskningar","3.0"
"licensjakt","16.0"
"alltmer","6.0"
"studietiden","1.0"
"naturliga","1.0"
"vattenkraftsutredning","1.0"
"marken","3.0"
"våldsbeteende","1.0"
"påtagligt","4.0"
"skuldsanering","1.0"
"utnämningarna","1.0"
"andre","1.0"
"skolans","10.0"
"samverkan","22.0"
"gissningslekar","1.0"
"jörgen","4.0"
"andra","215.0"
"samverkat","1.0"
"avsikt","20.0"
"fördjupa","2.0"
"skatt","6.0"
"samverkar","1.0"
"vattenkraftsproducenter","1.0"
"jerusalem","1.0"
"talade","4.0"
"framtiden","31.0"
"resultatuppföljning","1.0"
"skolhuvudmän","1.0"
"likafullt","1.0"
"inleddes","1.0"
"efterfrågan","5.0"
"omställningsprocesser","2.0"
"kyrkan","1.0"
"energihushållningskrav","1.0"
"bidragande","1.0"
"efterfrågar","2.0"
"fräscha","1.0"
"lantbrukaren","1.0"
"implementera","5.0"
"forskningssatsning","1.0"
"statsrådets","2.0"
"50 000","4.0"
"slagit","2.0"
"nya","126.0"
"svårigheter","4.0"
"amorteringskrav","12.0"
"söktrycket","1.0"
"drogs","2.0"
"bestånd","7.0"
"dålig","5.0"
"nuvarande","17.0"
"följde","1.0"
"ekologiska","9.0"
"redundansen","1.0"
"expertmyndighet","2.0"
"insatsen","3.0"
"utomlands","2.0"
"insatser","45.0"
"kanaler","3.0"
"privatekonomi","1.0"
"redskap","1.0"
"kanalen","1.0"
"30-miljonerspott","1.0"
"(2010:800)","1.0"
"skolpolitiska","3.0"
"byggindustrins","2.0"
"miljöknäppa","1.0"
"lugna","4.0"
"laster","1.0"
"riksdagsfråga","1.0"
"maktordningar","1.0"
"vargen","3.0"
"människor","90.0"
"vattenmyndigheter","1.0"
"3 000-4 000","1.0"
"attrahera","1.0"
"närmiljö","1.0"
"förbättrats","1.0"
"modernisera","2.0"
"styrmedel","9.0"
"församlingarnas","1.0"
"breddar","1.0"
"följer","33.0"
"ekologiskt","1.0"
"organiserade","1.0"
"fokuserar","2.0"
"huvudmannen","2.0"
"elementen","1.0"
"skogar","7.0"
"banverket","3.0"
"således","3.0"
"fortsatt","35.0"
"jakthundar","1.0"
"grundlagen","1.0"
"benämner","1.0"
"tågtrafiken","6.0"
"bevarandestatus","7.0"
"fokuserad","1.0"
"vetenskapsmän","1.0"
"studentbostad","1.0"
"direkt","18.0"
"påståendet","1.0"
"2014:117)","1.0"
"kombitrafiken","1.0"
"magiker","1.0"
"ansvarsram","2.0"
"bördan","1.0"
"adsl-stationer","1.0"
"följas","3.0"
"uppvisa","2.0"
"konkurs","1.0"
"även","186.0"
"konsensus","1.0"
"lärarkategorier","1.0"
"forskningsfinansiärerna","1.0"
"tillståndsbesluten","1.0"
"skatternas","2.0"
"gällde","5.0"
"innovation","2.0"
"justitieministern","2.0"
"utrikesminister","1.0"
"decennier","1.0"
"regeringspartier","1.0"
"lagstiftningsförarbetet","1.0"
"nämnden","2.0"
"medför","1.0"
"ständig","1.0"
"budgetpolitiska","1.0"
"förtroendeuppdrag","2.0"
"bilism","1.0"
"nämnder","2.0"
"förstår","19.0"
"hänt","6.0"
"förstås","11.0"
"utbildningsutskottet","2.0"
"tidstjuvar","1.0"
"friskolor","6.0"
"byggnadsverk","2.0"
"driften","1.0"
"tjejer","2.0"
"civilsamhällesfrågor","2.0"
"sikte","1.0"
"afrikas","1.0"
"förlitar","1.0"
"debattera","9.0"
"skogen","7.0"
"intygat","1.0"
"informella","1.0"
"tågstopp","5.0"
"finansmarknadsforskning","5.0"
"förskoleklassen","23.0"
"värdigt","1.0"
"fram?","1.0"
"upplever","7.0"
"samlad","3.0"
"samlar","1.0"
"återerövra","1.0"
"intressant","20.0"
"2014-2020","1.0"
"tillkännagivandet","1.0"
"nazistiskt","1.0"
"migranter","1.0"
"pendeltågstrafiken","1.0"
"upplysningarna","1.0"
"föräldrarnas","1.0"
"vems","1.0"
"friskoleföretagare","1.0"
"samlat","7.0"
"kvoteringstendenserna","1.0"
"budgetramverket","1.0"
"skärgårdsskjutfält","3.0"
"ratificeras","1.0"
"ändring","5.0"
"lärarförsörjningen","3.0"
"förenkla","10.0"
"kommunpolitikerna","1.0"
"vargar","14.0"
"rovdjursproposition","2.0"
"perspektivet:","1.0"
"här?","1.0"
"skolutvecklingsprogrammen","2.0"
"bonus-malus-system","7.0"
"förtydliganden","1.0"
"eu-relaterade","3.0"
"upphävanden","1.0"
"driftskeden","1.0"
"luckrar","1.0"
"utgöra","6.0"
"skattemarknaden","1.0"
"väljer","26.0"
"stambanorna","1.0"
"felaktigt","2.0"
"friskoleaktörer","1.0"
"framgångsrikt","3.0"
"intervjuer","1.0"
"fokuserat","1.0"
"innefatta","1.0"
"pedagog","2.0"
"random","1.0"
"jägare","1.0"
"naturlig","2.0"
"förre","1.0"
"sittande","3.0"
"förra","54.0"
"förordning:","1.0"
"antagligen","4.0"
"samarbetsrådet","1.0"
"skoltiden","1.0"
"kommunaliseringsbeslutet","1.0"
"förklara","2.0"
"viktigaste","13.0"
"ojämställda","1.0"
"tryckt","1.0"
"practice","1.0"
"människans","1.0"
"hansson","4.0"
"framföras","2.0"
"oerhört","74.0"
"besvärande","1.0"
"först","16.0"
"omöjliggöra","1.0"
"drar","10.0"
"etanol","3.0"
"1999-2013","1.0"
"genomläsningen","1.0"
"och","3059.0"
"annonsörer","1.0"
"skattebetalarnas","1.0"
"hävd","5.0"
"uppbyggnad","5.0"
"komplement","3.0"
"miljöministerkolleger","1.0"
"supermiljöbilspremie","3.0"
"skolvalssystem","1.0"
"kommitténs","6.0"
"förvaltningsjobb","1.0"
"sätt","187.0"
"valutafonden","1.0"
"hantera","41.0"
"lantmäteriet","2.0"
"index","1.0"
"diagnoser","2.0"
"oda","1.0"
"prissättningsinstrument","1.0"
"förts","2.0"
"sprättungvarg","1.0"
"utgörs","1.0"
"inlett","2.0"
"svaga","1.0"
"säte","6.0"
"oerhörd","1.0"
"skattemix","1.0"
"förminska","1.0"
"miljöskadlig","3.0"
"hörnet","1.0"
"skolutveckling","8.0"
"bostadsmarknadens","2.0"
"boverket","17.0"
"uppenbart","7.0"
"allenarådande","1.0"
"anläggningen","2.0"
"hävstång","1.0"
"årens","2.0"
"ord:","1.0"
"förut","1.0"
"personalförändringar","1.0"
"partikamrater","1.0"
"quicklunds","1.0"
"öppnade","1.0"
"uppenbara","2.0"
"alstra","2.0"
"omhändertagande","2.0"
"robusta","1.0"
"veto","6.0"
"skattenedsättningar","2.0"
"finland","21.0"
"uppföljningsrapporter","1.0"
"vetenskaplig","1.0"
"tillkännagivanden","4.0"
"förhoppning","7.0"
"veta","12.0"
"paketet","1.0"
"amorteringslag","2.0"
"dras","4.0"
"tillämpning","2.0"
"patriarkatet","1.0"
"expandera","1.0"
"operatörskunder","1.0"
"miljöpolitiskt","1.0"
"skydda","16.0"
"vinnlagt","1.0"
"urvalet","4.0"
"matproduktionen","2.0"
"hemligstämplat","1.0"
"arbetsmarknadens","4.0"
"betyda","1.0"
"gäller","237.0"
"lärarresursen","1.0"
"flyktingläger","1.0"
"medarbetare","2.0"
"drev","2.0"
"hälsoproblem","1.0"
"sverigeförhandlingarna","1.0"
"liknar","1.0"
"ärendet;","1.0"
"medtaget","1.0"
"widespread","1.0"
"universitetets","1.0"
"remitteringen","1.0"
"programperiod","1.0"
"regelförändring","1.0"
"återigen:","4.0"
"besparingar","7.0"
"meter","1.0"
"skattemyndigheten","1.0"
"förkastliga","1.0"
"motsatsen","2.0"
"företrädarna","2.0"
"daniel","17.0"
"utvecklingsmålen","3.0"
"vidtagit","1.0"
"nivån","5.0"
"kärnsäkerhetsdirektiv","1.0"
"framstår","2.0"
"beredning","18.0"
"sådan","52.0"
"positionen","1.0"
"tacksamt","1.0"
"positioner","2.0"
"landa","5.0"
"skrev","3.0"
"rekvisit","1.0"
"näringsdepartementet","1.0"
"antar","3.0"
"dagspressen</em>","1.0"
"antas","3.0"
"utbildningsinsatser","1.0"
"proposition","2.0"
"helsingborgs","1.0"
"antal","64.0"
"skuldproblematiken","1.0"
"kunde","6.0"
"gränser","2.0"
"flygresor","6.0"
"utbildning","22.0"
"drifts-","1.0"
"gränsen","2.0"
"meddelades","1.0"
"jordbruksutskottet","1.0"
"bromma","21.0"
"tyder","4.0"
"förankringen","1.0"
"städerna","12.0"
"lokaler","1.0"
"våldet","4.0"
"marknaden","23.0"
"minst","88.0"
"tillräckligt","21.0"
"klimatmötet","1.0"
"dags","1.0"
"decentraliseringstankarna","1.0"
"strategin","7.0"
"grannländer","3.0"
"begreppet","4.0"
"interpellanter","3.0"
"organisationskontroll","1.0"
"detta?","1.0"
"tillräckliga","5.0"
"arbetsintensiv","1.0"
"nomineringar","1.0"
"marknader","1.0"
"folkgrupp","2.0"
"fragmentiserad","1.0"
"bolagen","2.0"
"använder","14.0"
"ola","22.0"
"hastigt","1.0"
"drivmedelsskatt","1.0"
"betydelsen","3.0"
"tillsynsmyndighet","2.0"
"tanke","6.0"
"interpellanten","79.0"
"viktig","97.0"
"innefattas","2.0"
"innefattar","3.0"
"länstidningen","1.0"
"kännetecknas","1.0"
"satsa","6.0"
"bolaget","1.0"
"angelägenhet","3.0"
"annika","6.0"
"skjutits","1.0"
"myggbekämpning","3.0"
"drastisk","1.0"
"frigöra","1.0"
"historiska","10.0"
"stockholmare","1.0"
"ålder","4.0"
"betjänta","2.0"
"flertalet","4.0"
"bostadsbolagen","4.0"
"ändringsprotokollet","2.0"
"vikten","10.0"
"begränsningen","1.0"
"blev","15.0"
"satte","1.0"
"användas","16.0"
"byggnadsnämndernas","2.0"
"historiskt","2.0"
"europakonventionen","1.0"
"vikter","1.0"
"rekyleffekten","1.0"
"prioritet","4.0"
"behåller","1.0"
"upparbetats","1.0"
"allianspartiers","1.0"
"satts","1.0"
"noga","18.0"
"vattenmyndigheterna","4.0"
"behandlas","4.0"
"avsnitt","2.0"
"idédriven","1.0"
"symboliska","2.0"
"ud:s","1.0"
"behandlar","3.0"
"växande","5.0"
"uppåt","1.0"
"stammen","1.0"
"därigenom","4.0"
"försumbar","1.0"
"översvämningsvåtmarker","1.0"
"specificera","1.0"
"årets","2.0"
"lida","1.0"
"slutdokumentet","1.0"
"sektorns","1.0"
"fullfölja","4.0"
"byggregelverket","1.0"
"ansvarsutkrävande","1.0"
"50-100","1.0"
"nyttja","1.0"
"klarhet","1.0"
"materialet","1.0"
"aids","1.0"
"tillåta","7.0"
"minskar","11.0"
"avsatta","2.0"
"minskas","2.0"
"minskat","6.0"
"bredbandsstrategin","1.0"
"trålare","1.0"
"parlamentariskt","2.0"
"klimatsmart","3.0"
"miljömålssystem","2.0"
"naturvårdsverkets","4.0"
"cirklar","1.0"
"traditionen","2.0"
"<em>nya","1.0"
"dagstidningsbranschen","1.0"
"40-50 procent","1.0"
"parlamentariska","4.0"
"verkställas","2.0"
"minskad","6.0"
"ändrades","2.0"
"eftersöka","1.0"
"fysiska","3.0"
"region","1.0"
"traditioner","1.0"
"fritidsfiske","1.0"
"otroligt","3.0"
"huvuddragen","1.0"
"kulturplanerna","1.0"
"tycke","2.0"
"bygglag","1.0"
"kulturrådets","1.0"
"destination","1.0"
"högt","12.0"
"drog","1.0"
"avsatts","1.0"
"konflikten","4.0"
"folklig","1.0"
"tycka","9.0"
"konflikter","12.0"
"rättigheter","29.0"
"utbredd","1.0"
"nyckelaktörer","2.0"
"fastighetsbolag","2.0"
"avsatte","3.0"
"höga","23.0"
"föras","5.0"
"hälsoforskning","1.0"
"tamboskapsägare","1.0"
"årsbasis","1.0"
"programmets","2.0"
"blir","88.0"
"funnits","17.0"
"datalagring","1.0"
"jämställdhetsminister","1.0"
"ord","11.0"
"grundskolans","2.0"
"kärlek","2.0"
"ramkonvention","1.0"
"klimatfinansieringsdiskussionerna","1.0"
"verkställa","2.0"
"snitt","3.0"
"begränsningar","2.0"
"investera","6.0"
"uppräkning","1.0"
"verklighet","10.0"
"tidsram","1.0"
"oro","36.0"
"konkurrerande","1.0"
"förordning","8.0"
"ansvarslöst","1.0"
"nyhetsbyrån","1.0"
"överträffar","1.0"
"politiker","11.0"
"irakkriserna","1.0"
"människas","1.0"
"politiken","11.0"
"besvarat","3.0"
"beräkningarna","1.0"
"avdömer","1.0"
"besvarar","3.0"
"oro:","1.0"
"riskerade","1.0"
"besvaras","1.0"
"verkställs","1.0"
"tyckt","1.0"
"tycks","2.0"
"framförde","3.0"
"fortbildningsinsatserna","2.0"
"grannland","1.0"
"regeringsskifte","2.0"
"nyproduktionen","3.0"
"statsfinanserna","3.0"
"debattinlägg","1.0"
"sågs","1.0"
"oss","80.0"
"retorik","2.0"
"skolområdet","1.0"
"omläggningstakten","1.0"
"förda","1.0"
"problem","88.0"
"miljonprogramsområde","1.0"
"fördömande","1.0"
"belagt","1.0"
"måltider","1.0"
"erbjuds","1.0"
"vackra","3.0"
"betänkande","8.0"
"myndighetsstyrelser","1.0"
"ersättningslösning","1.0"
"förslagets","2.0"
"erbjuda","6.0"
"generaldirektörer","1.0"
"förmätet","3.0"
"förde","1.0"
"främsta","3.0"
"behålla?","1.0"
"utökades","1.0"
"verkställer","1.0"
"saudiarabien","2.0"
"areella","1.0"
"miljöministrarna","1.0"
"avsikten","2.0"
"katarina","2.0"
"alliansregeringens","3.0"
"oron","5.0"
"generaldirektören","1.0"
"debattens","2.0"
"tvåstatslösning","2.0"
"utan","132.0"
"informera","1.0"
"härad","1.0"
"metodutveckling","3.0"
"utvecklingskaraktär","1.0"
"hämmande","2.0"
"reglera","1.0"
"yttranden","7.0"
"genomsnittet","2.0"
"innovativt","1.0"
"stadsutvecklingsminister","1.0"
"utgångspunkt","6.0"
"tidsplan","2.0"
"flyktinghjälp","1.0"
"murar","1.0"
"generösa","1.0"
"söka","3.0"
"säsongen","1.0"
"generöst","1.0"
