"party","V"
"innovationsminister","2.0"
"villa","2.0"
"läggas","5.0"
"beklagar","2.0"
"präglas","1.0"
"globalt","3.0"
"förklaringar","1.0"
"grupperna","3.0"
"reseavdrag","2.0"
"köksbordet","1.0"
"ledaren","1.0"
"investmentbolag","1.0"
"bäring","4.0"
"sökande","1.0"
"mycket","219.0"
"präglad","1.0"
"förbjuder","2.0"
"behovet?","1.0"
"hoppa","1.0"
"upplevt","1.0"
"vistats","2.0"
"djurskydds-","1.0"
"vattenytan","2.0"
"kommissionen","3.0"
"slutdatum","1.0"
"sträckor","1.0"
"beskriva","3.0"
"elefanten","1.0"
"frukostmöte","1.0"
"globala","1.0"
"timmar","5.0"
"störning","1.0"
"uppleva","2.0"
"sova","1.0"
"bussturer","1.0"
"lärarnas","1.0"
"årligen","1.0"
"komplettera","1.0"
"hyresrätter?","1.0"
"länsstyrelsens","1.0"
"anbuden","1.0"
"ekerö","1.0"
"tolkningar","1.0"
"<em>ekot</em>","2.0"
"partierna","4.0"
"tappa","1.0"
"samhällsnytta","2.0"
"kommitté","2.0"
"årtusendet","1.0"
"global","4.0"
"oroar","4.0"
"allvar","17.0"
"regel","2.0"
"fasta","2.0"
"oroas","1.0"
"framtida","6.0"
"gamla","16.0"
"avtalet","6.0"
"rättare","2.0"
"språkanalyser","1.0"
"kundens","1.0"
"ställa","31.0"
"avtalen","1.0"
"mött","1.0"
"konsumentverkets","1.0"
"oroad","3.0"
"språkanalysen","6.0"
"kraftfullt","3.0"
"myndigheterna","8.0"
"möta","3.0"
"landsbygdspolitik","2.0"
"ställd","2.0"
"spelande","1.0"
"ersättningsfrågorna","1.0"
"anställdas","1.0"
"ångest","2.0"
"utbetalningar","1.0"
"ambitioner","5.0"
"gaskraftverk","1.0"
"krigsförbrytelser","1.0"
"minnas","2.0"
"ambitionen","3.0"
"mjölkkor","1.0"
"ställt","8.0"
"ställs","4.0"
"möss","1.0"
"operation","3.0"
"riktad","2.0"
"bjuder","2.0"
"snabba","2.0"
"röstade","9.0"
"rädd","7.0"
"uppträder","1.0"
"intentioner","3.0"
"bekämpa","1.0"
"lägger","11.0"
"kerstin","1.0"
"högst","3.0"
"riktas","1.0"
"gärningar","1.0"
"beröm","2.0"
"riktar","1.0"
"inrättas?","1.0"
"beviljats","1.0"
"valfråga","2.0"
"ipredlagstiftningen","1.0"
"positivt","17.0"
"sysselsättningen","2.0"
"berör","5.0"
"betalar","13.0"
"betalas","1.0"
"högre","17.0"
"besökarna","1.0"
"utrycker","1.0"
"skrek:","1.0"
"begripa","1.0"
"välstånd","2.0"
"rättstvister","1.0"
"försvann","1.0"
"järnvägstrafik","1.0"
"föreslog","3.0"
"motstridiga","1.0"
"fagersta","2.0"
"genomlidit","2.0"
"medlemsstaterna","1.0"
"fixa","4.0"
"kommittén","1.0"
"centraliseringen","1.0"
"bråkar","1.0"
"kostnadseffektivitet","3.0"
"hundralappar","2.0"
"regim","3.0"
"brunkolsbrytning","1.0"
"beskrivs","1.0"
"miljonprogram?","1.0"
"prisbildning","1.0"
"vägtrafiken","1.0"
"myndighetsutövande","1.0"
"vapenexport","1.0"
"beskrivning","1.0"
"handfallenhet","1.0"
"isak","1.0"
"slitigt","1.0"
"utgjort","1.0"
"allmännyttiga","1.0"
"230 000","2.0"
"brott?","1.0"
"skyfflar","1.0"
"ansökt","2.0"
"guldgruva","3.0"
"bredbandsutbyggnaden","1.0"
"allmännyttigt","1.0"
"kvar?","1.0"
"laglöst","1.0"
"förhoppningsvis","4.0"
"tillfråga","1.0"
"pressfrihet","1.0"
"skattenedsättning","1.0"
"erkänner","1.0"
"isds","3.0"
"blodtrycket","1.0"
"marmutkommissionen","3.0"
"samarbetat","1.0"
"aningen","1.0"
"relevanta","1.0"
"samarbetar","3.0"
"våldtäktsfall","1.0"
"järnväg","10.0"
"överdäckas","1.0"
"visstidsanställning","1.0"
"överseende","1.0"
"klimatarbetet","2.0"
"försvara","2.0"
"systerpartierna","1.0"
"johansson","19.0"
"uppfriskande","1.0"
"exporterar","2.0"
"löneutveckling","1.0"
"fokus","7.0"
"dyrare","2.0"
"annons","1.0"
"latinamerika","1.0"
"oavsett","11.0"
"risker","3.0"
"åker","4.0"
"blivit","26.0"
"risken","11.0"
"kollektivtrafiken","2.0"
"ludvika","2.0"
"handelsmedlem","1.0"
"språkanalys","3.0"
"förordningen","5.0"
"villkoren","4.0"
"kvinnofälla","1.0"
"morse","2.0"
"genomföras","2.0"
"grupper","10.0"
"anställningsskydd","2.0"
"skatteförmåner","1.0"
"gruppen","14.0"
"miljöfarlig","1.0"
"häktningsförhandlingen","1.0"
"skolinspektionen","1.0"
"agenda","1.0"
"utsläppsproblem","1.0"
"snabbt","8.0"
"beställningarna","1.0"
"försäkringsbolag","2.0"
"muthärva","1.0"
"utvecklingsländer","2.0"
"subventioneras","1.0"
"högerregeringen","1.0"
"checkpoint","1.0"
"tillräcklig","6.0"
"genomförde","1.0"
"samordning","4.0"
"publicerades","1.0"
"uttalanden","1.0"
"samarbeten","2.0"
"heller","27.0"
"vägval","1.0"
"samarbetet","2.0"
"alldeles","23.0"
"militär","1.0"
"skadat","1.0"
"underbudskonkurrens","1.0"
"jämställdhetspolitiken","1.0"
"skadar","1.0"
"eu-kommissionens","1.0"
"genomsnitt","2.0"
"rättsvidrig","1.0"
"fossil","1.0"
"atlanten","5.0"
"belastningen","1.0"
"1 000","2.0"
"händerna","1.0"
"villor","2.0"
"byggande","4.0"
"landsbygdsministern","8.0"
"ordnade","1.0"
"kontantkort","1.0"
"föregripa","1.0"
"ägare","5.0"
"vakanta","1.0"
"problematiken","3.0"
"public","1.0"
"folkets","1.0"
"sträcker","3.0"
"kärnkraften","16.0"
"miljösynpunkt","1.0"
"stockholmsmyndighet","1.0"
"klasskillnaderna","1.0"
"klassklyftornas","1.0"
"argumentation","1.0"
"isis","4.0"
"kongo","12.0"
"tacksamhet","1.0"
"djurvälfärdens","1.0"
"spel","2.0"
"hälsoklyftorna","1.0"
"regeringsdeklarationen","1.0"
"trade","1.0"
"marknadskrafterna","2.0"
"ordalag","3.0"
"bjuda","1.0"
"arbetsuppgifter","3.0"
"översvämningar","1.0"
"trötta","2.0"
"arbetstagares","1.0"
"ägare?","1.0"
"16-18","1.0"
"opinionsgrupper","5.0"
"tänkbara","4.0"
"kulturella","1.0"
"skyndsamhet","1.0"
"gynekologi","1.0"
"rad","11.0"
"konstaterar","4.0"
"konstaterat","1.0"
"svarade","3.0"
"sorts","3.0"
"rak","2.0"
"beläggningsgraden","1.0"
"beroendeställning","1.0"
"fastanställda","2.0"
"kvinnans","1.0"
"samtyckesreglering","1.0"
"uttömmande","2.0"
"bevara?","1.0"
"avskaffandet","1.0"
"packages","1.0"
"handling?","1.0"
"tillväxt","4.0"
"sjöfart","1.0"
"hantering","1.0"
"samtidigt","26.0"
"posten","5.0"
"akta","2.0"
"injektion","1.0"
"teori","1.0"
"sjukhus","2.0"
"gruvans","1.0"
"slutanvändarintyg","3.0"
"motionera","1.0"
"hyresgäst","1.0"
"östgötatrafiken","4.0"
"dollar","2.0"
"såväl","9.0"
"offentlig","5.0"
"katastrofen","1.0"
"friheten","1.0"
"yrkesfisket","1.0"
"konkurrera","3.0"
"forskningsbidrag","1.0"
"morris","3.0"
"mediereportage","1.0"
"vandrarhem","1.0"
"akut","2.0"
"jens","4.0"
"slås","5.0"
"kärnkraftsreaktor","1.0"
"slår","3.0"
"ostraffade","1.0"
"tilldelats","1.0"
"kontakta","2.0"
"frivilliga","1.0"
"ansvara","1.0"
"register","1.0"
"rätt","50.0"
"r:en","1.0"
"villig","1.0"
"modiga","1.0"
"rättssamhället","1.0"
"lastbilstrafik","1.0"
"pressats","1.0"
"konkurrensen","5.0"
"motorväg","2.0"
"modigs","1.0"
"beredda","6.0"
"ren","1.0"
"paket","2.0"
"utländska","3.0"
"återupprepa","1.0"
"räta","1.0"
"främlingsfientliga","1.0"
"storleksordningen","2.0"
"folkrättsliga","1.0"
"försäkringsbelopp","2.0"
"möjligt?","1.0"
"diktaturen","1.0"
"behov","7.0"
"erkännanden","1.0"
"doktorander","1.0"
"diktaturer","1.0"
"nuförtiden","1.0"
"anställningarna","3.0"
"brevet","4.0"
"professionalitet","1.0"
"snällare","1.0"
"dödliga","1.0"
"konsekvens","1.0"
"hemska","1.0"
"takten","1.0"
"konsekvent","3.0"
"kvinna","9.0"
"omöjligt","6.0"
"katastrofal","1.0"
"klyftorna","1.0"
"riksdagen","26.0"
"karaktär","1.0"
"förbrytelser","1.0"
"aktörer","10.0"
"resurserna","1.0"
"centerpartiets","1.0"
"4 000","3.0"
"granskandet","1.0"
"egen","20.0"
"avskaffas","1.0"
"målmedvetet","1.0"
"gifta","1.0"
"lokaliseras","4.0"
"universitet","6.0"
"makten","4.0"
"tolka","6.0"
"tillämpa","2.0"
"demokratins","8.0"
"beklagligt","1.0"
"fundering","1.0"
"interpellation","30.0"
"synnerhet","1.0"
"ganska","51.0"
"feminism","2.0"
"lokaliserad","2.0"
"när","288.0"
"eget","11.0"
"feminist","4.0"
"frågor?","2.0"
"ständiga","1.0"
"samhället","31.0"
"långtgående","2.0"
"försvinna","3.0"
"konkret","13.0"
"kiruna","1.0"
"anställningsförhållandet","1.0"
"veckorna","1.0"
"förstärker","1.0"
"kalkylen","1.0"
"behandling","2.0"
"ständigt","7.0"
"romson","14.0"
"rik","1.0"
"tydligheten","2.0"
"når","2.0"
"bemannas","1.0"
"nås","2.0"
"instruktionen","1.0"
"världsmarknaden","1.0"
"görningen","1.0"
"kranka","1.0"
"inlandet","1.0"
"tungt","2.0"
"kvotflykting","1.0"
"kristallklart:","1.0"
"rapportör","1.0"
"argumenterar","2.0"
"märkliga","1.0"
"märkligt","8.0"
"system","18.0"
"lönsamt","1.0"
"osäkrare","2.0"
"missförhållanden","1.0"
"klyftor","1.0"
"krigsplacerad","1.0"
"ställde","1.0"
"ställda","1.0"
"tunga","4.0"
"klartext","2.0"
"skuldsätta","2.0"
"budgetförslag","2.0"
"demokratisk","1.0"
"erkännandet","2.0"
"vecka","4.0"
"finlands","3.0"
"överbefälhavare","1.0"
"livsmedelsproduktion","2.0"
"orsak","4.0"
"bevakningsföretag","1.0"
"stället","33.0"
"regler","12.0"
"ställer","13.0"
"ytterst","4.0"
"åklagare","3.0"
"stridsvagnar","1.0"
"regeringar","6.0"
"identifiera","1.0"
"närområde","1.0"
"uppgift","6.0"
"effektivaste","1.0"
"engagera","1.0"
"argumentera?","1.0"
"aspekt","1.0"
"instruktioner","2.0"
"yrkeskår","1.0"
"leveransen","2.0"
"normaliseringsprocessen","1.0"
"förstånd","1.0"
"reducerat","1.0"
"regionerna","3.0"
"mervärdet","1.0"
"miljönyttan","1.0"
"spaden","1.0"
"helhetsperspektivet","1.0"
"exploatering","2.0"
"inkörsporten","1.0"
"kombinationen","1.0"
"kommunerna?","2.0"
"ändra","9.0"
"föreställning","1.0"
"mergeformat","84.0"
"fjol","1.0"
"frivilligt","2.0"
"näringsutskottet","3.0"
"eu-system","1.0"
"efterhand","4.0"
"patriarkatets","1.0"
"jämställda","2.0"
"ali","1.0"
"all","6.0"
"avvaktan","1.0"
"svagare","4.0"
"budgetproposition","4.0"
"sättet?","1.0"
"ockuperade","2.0"
"avvaktar","1.0"
"vägledning","1.0"
"klarar","8.0"
"emanerade","1.0"
"dåvarande","5.0"
"försvarsbudget","2.0"
"jämställdhetsbonus","1.0"
"samtyckeslagstiftningen","1.0"
"migrationsverket","10.0"
"nyliberal","1.0"
"konkurrens","3.0"
"personlig","3.0"
"klimatöverenskommelse","1.0"
"bitarna","3.0"
"and","1.0"
"dumt","1.0"
"jämställas","1.0"
"industriländerna","2.0"
"plundrar","1.0"
"räddningsledare","2.0"
"margot","9.0"
"brutit","1.0"
"hemläxa","1.0"
"tekniköverföringen","2.0"
"hbtq-personers","5.0"
"förklarade","1.0"
"kvinnojourerna","3.0"
"ovanligt","4.0"
"ägaren","4.0"
"egna","18.0"
"tacka","28.0"
"kvalitetsjournalistik","1.0"
"upphandlingarna","1.0"
"samhällsutvecklingen","1.0"
"kommenterar","2.0"
"yrke","3.0"
"länsstyrelserna","1.0"
"bristfällig","1.0"
"tillämpats","1.0"
"fullmäktigesammanträde","1.0"
"detsamma?","1.0"
"operatörer","1.0"
"krypterade","1.0"
"förstod","4.0"
"utsläppsminskningar.","1.0"
"riksförbund","2.0"
"färre","4.0"
"utanför","22.0"
"anständighetskrav","1.0"
"behandlingen","2.0"
"spaningsverksamheten","1.0"
"inordnas","1.0"
"medverkar","1.0"
"höjts","1.0"
"kampanj","1.0"
"progressiv","4.0"
"besöksnäringen","3.0"
"befogenheter","1.0"
"tumma","2.0"
"återkommer","4.0"
"dygn?","1.0"
"territorier","1.0"
"kriminell","3.0"
"hyresvärden","2.0"
"drastiskt","2.0"
"motsvarighet","1.0"
"luleå","6.0"
"regionala","1.0"
"banarbetarna","1.0"
"rådgivande","1.0"
"förkortningen","1.0"
"kortsiktigheten","1.0"
"glömma","3.0"
"visions","1.0"
"regionalt","2.0"
"nästa","9.0"
"arm","1.0"
"boko","1.0"
"skattesystem","1.0"
"undersökningarna","1.0"
"slöt","1.0"
"art","1.0"
"vice","1.0"
"bankerna","1.0"
"anekdot","1.0"
"allmännytta","1.0"
"gälla","5.0"
"folkhälsan?","1.0"
"röda","1.0"
"ask","1.0"
"självklart","28.0"
"bidra","10.0"
"fråntas","1.0"
"typen?","1.0"
"hejsan-svejsan-projekt","1.0"
"organisation","14.0"
"alkohol","2.0"
"ekonomiskt","11.0"
"konstiga","1.0"
"överhyror","1.0"
"rum","3.0"
"utomordentlig","1.0"
"experimentet","2.0"
"avigsidor","1.0"
"manipulativ","1.0"
"beretts","1.0"
"allmänt","3.0"
"kostnadsineffektiva","1.0"
"tjänstetillsättningar","1.0"
"view","1.0"
"målen","1.0"
"regelverk","11.0"
"ekonomiska","14.0"
"att","3325.0"
"reserverade","1.0"
"negativt","1.0"
"asperö","1.0"
"namn","4.0"
"förväntningar","10.0"
"klimatförhandlingarnas","2.0"
"statistik","3.0"
"av?","3.0"
"aud","1.0"
"privat","3.0"
"inbjuden","1.0"
"kompensatoriska","1.0"
"hårdaste","1.0"
"mångkultur","2.0"
"besked","23.0"
"sändningar","1.0"
"lingvister","1.0"
"skriftliga","1.0"
"styrka","2.0"
"kaplans","1.0"
"skett","8.0"
"objektiv","1.0"
"alla","148.0"
"samhällsekonomiskt","2.0"
"flest","2.0"
"dotter","1.0"
"medlemsländer","2.0"
"anslagits","1.0"
"möjligen","2.0"
"flickorna","3.0"
"personalövertagande","15.0"
"allt","65.0"
"alls","14.0"
"årtionden","4.0"
"sammanhållningen","1.0"
"mördats","1.0"
"biståndsministern","8.0"
"bostadsministern","3.0"
"arabiska","1.0"
"integritetskänsliga","1.0"
"nuonaffär","1.0"
"enklare","4.0"
"remissinstanser","1.0"
"snälla","1.0"
"ömmande","5.0"
"målas","1.0"
"skatteintäkter","1.0"
"sammanlagda","1.0"
"seden","1.0"
"konstigt","3.0"
"suggor","2.0"
"samhällsekonomiska","2.0"
"osäker","3.0"
"flera","54.0"
"minoritet","1.0"
"kring","8.0"
"beroendevården","1.0"
"originaljournalistik","1.0"
"skärgårdsskjutfältet","1.0"
"av ","1.0"
"250 000","1.0"
"gymnasiet","1.0"
"delger","1.0"
"bord","11.0"
"demokratier","2.0"
"nöd","1.0"
"case","1.0"
"a-kassan","1.0"
"igen:","1.0"
"injicerat","1.0"
"sorterar","1.0"
"injicerar","2.0"
"instanser","1.0"
"tvärtom","8.0"
"opinionsgrupperna","1.0"
"carl","3.0"
"vallöfte","1.0"
"inbjudan","1.0"
"akademiker","2.0"
"författningar","1.0"
"stockholm","24.0"
"natt","1.0"
"mr-ombudsman","1.0"
"ådalsbanan","1.0"
"vill","258.0"
"betydelsefulla","2.0"
"styrsö","1.0"
"täpps","1.0"
"landsbygdsfrågor","1.0"
"parter","3.0"
"arbetsvillkoren?","1.0"
"självständig","4.0"
"militärt","1.0"
"försämrad","2.0"
"kilo","4.0"
"lokal","1.0"
"madrass","2.0"
"nato","2.0"
"biståndsperspektiv","1.0"
"bort","33.0"
"demokratiministern","13.0"
"direktiv","5.0"
"rövats","1.0"
"gömt","1.0"
"avsaknaden","2.0"
"uppföljningsfråga","1.0"
"mord","1.0"
"utdragen","1.0"
"målet","6.0"
"välkomnar","9.0"
"vikt","5.0"
"arbetande","1.0"
"femdubblats","1.0"
"pensionärer","4.0"
"utbyggnad","1.0"
"åtnjutande","1.0"
"skolorna","4.0"
"70-talet","1.0"
"uganda","4.0"
"redovisas?","1.0"
"råka","1.0"
"presstödet","1.0"
"välkomna","2.0"
"klientorganisationer","1.0"
"parlamenten","1.0"
"socialpsykologisk","1.0"
"alliansregering","1.0"
"säkert","14.0"
"ttip","3.0"
"förlorande","1.0"
"dagsläget","4.0"
"måttet","1.0"
"kaféer","1.0"
"förbjuda","5.0"
"lyckosam","1.0"
"försämrar","2.0"
"vågar","3.0"
"bott","2.0"
"kina","1.0"
"gång","14.0"
"flygstrategi","1.0"
"växeltjänster","1.0"
"kolgruvor","1.0"
"cypern","1.0"
"malmö","3.0"
"sa:","2.0"
"utsläppskurva","1.0"
"statsbidraget?","1.0"
"hyresvärdar","2.0"
"parlamentet","2.0"
"täppa","2.0"
"största","16.0"
"sönder","5.0"
"e</em><em>n","1.0"
"görs","11.0"
"röra","3.0"
"frigivningen","1.0"
"rekonstruktören","1.0"
"fremskrittspartiet","1.0"
"trollat","1.0"
"innehavaren","1.0"
"medicinerna","1.0"
"fördömanden","1.0"
"föregångare","1.0"
"forskning","9.0"
"utnyttjad:","1.0"
"sak","18.0"
"psykisk","4.0"
"avslöjandet","1.0"
"sas","1.0"
"förbudet","1.0"
"näringsminister","2.0"
"sjukskrivna","1.0"
"12,7 procent","1.0"
"överlämnandet","1.0"
"göra","150.0"
"bedöm","1.0"
"eu-nivå;","1.0"
"föregå","1.0"
"helikopterbristerna","1.0"
"ansvarsfullt","2.0"
"perspektiv","3.0"
"mycket?","1.0"
"restriktioner</em>","1.0"
"bedöms","1.0"
"konsumentkrediter","2.0"
"prioritering","2.0"
"bah","2.0"
"våldtagna","2.0"
"kärnkraft","4.0"
"boys","2.0"
"lyssna","3.0"
"ekonomisk","4.0"
"lagförslag","1.0"
"undvika","3.0"
"bedöma","3.0"
"röst","4.0"
"us-dollar","1.0"
"överklagande","1.0"
"förespråkar","3.0"
"krackelera","1.0"
"slutleveransen","1.0"
"öppna","10.0"
"solklar","2.0"
"författningsändringar","2.0"
"komplicerad","1.0"
"personal","6.0"
"intill","2.0"
"motiverat","1.0"
"motiveras","2.0"
"territorium","7.0"
"göta","1.0"
"höjda","3.0"
"omfattande","11.0"
"höjde","1.0"
"bilister","1.0"
"förbättra","9.0"
"huvudmännens","1.0"
"första:","1.0"
"servicemässigt","1.0"
"försvunnit","1.0"
"delen","10.0"
"vitt","2.0"
"rått","1.0"
"sdu","7.0"
"fredliga","1.0"
"ministern","115.0"
"lärarförbundet","1.0"
"försändelser","1.0"
"fiskeri","1.0"
"vita","1.0"
"sen","1.0"
"ses","8.0"
"ovan","2.0"
"ser","125.0"
"höjer","2.0"
"barnen","15.0"
"viss","17.0"
"sex","3.0"
"bitar","3.0"
"centralisering","1.0"
"förföljer","1.0"
"gått","17.0"
"breder","2.0"
"barnet","6.0"
"okänd","1.0"
"värderas","2.0"
"hoppar","1.0"
"hoppas","62.0"
"ledamöterna","2.0"
"statsbidragets","1.0"
"hoppat","3.0"
"vilkas","1.0"
"bakgrund","5.0"
"löser","3.0"
"hållna","1.0"
"visa","8.0"
"gåta","1.0"
"inneburit","3.0"
"framfört","1.0"
"ärende","2.0"
"passande","1.0"
"framföra","1.0"
"oecd","2.0"
"<em>orimliga","1.0"
"miniminivån","1.0"
"miljöpartiet","24.0"
"därunder","1.0"
"oftare","2.0"
"jättebra","10.0"
"världen","32.0"
"åtgärderna","1.0"
"övning","3.0"
"ber","2.0"
"lösningar","7.0"
"profetia","1.0"
"befinner","5.0"
"bekant","1.0"
"kudden","1.0"
"projektera","1.0"
"personer","36.0"
"resurscenter","1.0"
"indirekt","3.0"
"levnadsvillkor","1.0"
"lönediskrimineringen","1.0"
"vågade","1.0"
"sydostasien","1.0"
"isolerade","1.0"
"stater?","1.0"
"energin","1.0"
"gåva","1.0"
"återreglera","1.0"
"samhällsservice","1.0"
"sannolikt","3.0"
"delar","25.0"
"någorlunda","2.0"
"vilken","20.0"
"delas","2.0"
"humana","2.0"
"sig","177.0"
"personen","10.0"
"behövs?","1.0"
"åretruntboende","1.0"
"oftast","7.0"
"sin","69.0"
"långtidspendlare","1.0"
"ohållbara","1.0"
"tjeckerna","1.0"
"läge","6.0"
"alltid","25.0"
"ansvariga","3.0"
"övervakning","1.0"
"krümmel","1.0"
"stroke","1.0"
"kortsiktig","1.0"
"hundra","4.0"
"utredaren","3.0"
"vilket","41.0"
"väljare","1.0"
"kreditföretag","1.0"
"åstadkommits","1.0"
"statens","13.0"
"hemlösa","1.0"
"sju","6.0"
"tjänar","9.0"
"dokumentation","1.0"
"utredare","2.0"
"tidpunkten","1.0"
"bil","3.0"
"2004-2012","1.0"
"bevaka","2.0"
"vilseledande","1.0"
"vidare?","2.0"
"ska","589.0"
"boendeform","1.0"
"skyddet","1.0"
"ske","28.0"
"vinst","10.0"
"våldtagits","1.0"
"finkalibrig","1.0"
"jämställdhetsreformer","1.0"
"kostsamma","1.0"
"skl","1.0"
"lösningen","5.0"
"öppet","1.0"
"animals","1.0"
"avskyr","1.0"
"stycke","1.0"
"öppen","7.0"
"funktion","2.0"
"statsmedel","1.0"
"vaknade","1.0"
"kreativa","1.0"
"djurskyddslagen?","1.0"
"ryggen","2.0"
"räkor","1.0"
"målsättning","4.0"
"presenterade","4.0"
"miste","1.0"
"framsteg","1.0"
"återkom","1.0"
"hälsan","3.0"
"investeringssumma","1.0"
"västern","1.0"
"ditåt","1.0"
"medmänskligt","1.0"
"utfasning","3.0"
"uppdrag","17.0"
"upphävs","1.0"
"tradition","1.0"
"bli","48.0"
"kostar","4.0"
"mr-aktivister","2.0"
"boendeformer","1.0"
"framkom","3.0"
"rättvisa.","1.0"
"sydsvenska","1.0"
"riskfaktor","1.0"
"bistå","2.0"
"kändes","1.0"
"socialtjänstens","2.0"
"bly","2.0"
"sömnsvårigheter","1.0"
"excellenscentrum","2.0"
"sno","1.0"
"hälsa?","1.0"
"1,2","1.0"
"drabbar","6.0"
"1,3","4.0"
"drabbas","19.0"
"läka","1.0"
"1,5","1.0"
"kobane","3.0"
"sedan","94.0"
"konsumtion","1.0"
"1,8","1.0"
"artikeln:","1.0"
"utvisningsbeslutet","1.0"
"anges","2.0"
"trygghetssystem","1.0"
"produkter","1.0"
"skyddas","1.0"
"vinnande","1.0"
"skyddar","2.0"
"regeringsmakten","1.0"
"sovjetiska","1.0"
"expropriering","2.0"
"självklara","1.0"
"drabbad","2.0"
"granskande","1.0"
"misstänker","3.0"
"förväntade","1.0"
"anger","3.0"
"värnpliktiga","2.0"
"skyddat","1.0"
"som","1634.0"
"avkastningskravet","1.0"
"omgående","1.0"
"modig","2.0"
"son","1.0"
"brunkolsverksamhet","4.0"
"dela","3.0"
"ibrahim","1.0"
"anpassas","1.0"
"ombud","4.0"
"turistmässa","1.0"
"partiernas","1.0"
"pristagaren","1.0"
"mukwege","3.0"
"svarta","1.0"
"plånbok","1.0"
"asplund","1.0"
"slå","7.0"
"tidsplanen","1.0"
"arbetsgivaren","4.0"
"innebära","10.0"
"relevant","2.0"
"kompensatorisk","1.0"
"1.3","1.0"
"1.4","1.0"
"löste","1.0"
"konsumenterna","3.0"
"solospel","1.0"
"län?","1.0"
"vinna","4.0"
"sommaren","2.0"
"bok","1.0"
"räknas","2.0"
"diskuterat","1.0"
"eu-land","1.0"
"pensionerna","2.0"
"räkna","5.0"
"avregleringarna","2.0"
"bor","20.0"
"huset","1.0"
"diskuterar","5.0"
"diskuteras","2.0"
"små","10.0"
"förespråka?","1.0"
"andrahandshyresgäster","1.0"
"avslag","2.0"
"kortare","4.0"
"glesbygd","1.0"
"näringslivet","1.0"
"deltidstjänst","1.0"
"bodde","1.0"
"löneskillnaderna","3.0"
"upplysa","2.0"
"dels","8.0"
"delt","1.0"
"handels-","1.0"
"uppfattning","8.0"
"100","6.0"
"återkomma","7.0"
"interpellationssvar","1.0"
"tjäna","4.0"
"väckt","1.0"
"snö","1.0"
"den?","3.0"
"anledningarna","1.0"
"försvarslinjen","1.0"
"undantagen","1.0"
"delta","2.0"
"motsätter","1.0"
"migrationsverkets","1.0"
"skattehöjningen","1.0"
"lärt","2.0"
"bra","128.0"
"ledning","3.0"
"framgår","1.0"
"lära","6.0"
"möjliggjort","1.0"
"115","1.0"
"omräknat","1.0"
"begränsar","1.0"
"begränsat","1.0"
"taskig","1.0"
"administratörer","1.0"
"stopp","3.0"
"anslag","2.0"
"begränsad","2.0"
"torvbrytning","2.0"
"8 kap","1.0"
"storföretagens","2.0"
"120","3.0"
"1 200","1.0"
"flyget","1.0"
"regleringsbrev","3.0"
"motionerade","1.0"
"motor","1.0"
"permanentad","1.0"
"kontrollerar","1.0"
"avgick","1.0"
"plikt","1.0"
"förstått","6.0"
"lätt","7.0"
"mjölkbönder","1.0"
"behöver","65.0"
"stora","67.0"
"schultes","1.0"
"instämmer","8.0"
"mediepolitiken","1.0"
"skattebetalares","1.0"
"arbetsmarknaderna","2.0"
"rörlighet","3.0"
"behövde","2.0"
"grundlagsskyddade","3.0"
"trafikplanering","3.0"
"slipper","1.0"
"medborgerliga","1.0"
"insatta","1.0"
"fysisk","1.0"
"läst","2.0"
"olyckor","2.0"
"läsa","6.0"
"mänskligheten","1.0"
"varför","34.0"
"belysas","2.0"
"artikel","4.0"
"ansluter","1.0"
"synas","1.0"
"anonymisera","1.0"
"stort","36.0"
"investeringsstimulanser","1.0"
"tvångsmässigt","1.0"
"reaktorer","7.0"
"esbati","1.0"
"lyfte","3.0"
"informerade","2.0"
"frågande","1.0"
"moderat","1.0"
"häver","1.0"
"utvidgning","1.0"
"detaljhandeln","2.0"
"lyfta","22.0"
"150","1.0"
"tågsektorn","1.0"
"arbetsgivarna","2.0"
"länge","35.0"
"dess","15.0"
"lyfts","3.0"
"ifall","8.0"
"filma","1.0"
"verka","12.0"
"företagets","1.0"
"sagts","2.0"
"usa:s","1.0"
"det?","11.0"
"kartläggningen","1.0"
"skenar","1.0"
"stå","15.0"
"det;","4.0"
"avancerade","1.0"
"vidtar","1.0"
"vidtas","4.0"
"beatrice","1.0"
"det:","3.0"
"160","1.0"
"kurderna","1.0"
"bakifrån","1.0"
"miljödepartementet","1.0"
"häktningsframställan","1.0"
"mälardalen","1.0"
"däremellan","2.0"
"längs","2.0"
"regeringsförklaringen:","1.0"
"vallöftena","1.0"
"stolt","2.0"
"syd","1.0"
"frigivna","1.0"
"fantastiskt","3.0"
"argumenten","1.0"
"syn","11.0"
"samtidigt:","1.0"
"171","1.0"
"regeringen","236.0"
"ägarna","5.0"
"urbefolkningen","1.0"
"argumentet","1.0"
"behövas","2.0"
"avgift","1.0"
"allianspartierna","3.0"
"antyder","2.0"
"omläggningen","1.0"
"milslånga","1.0"
"jättesvår","1.0"
"oktober","3.0"
"brottets","1.0"
"avtalsmodellen","1.0"
"infrastrukturministern","10.0"
"socialist","1.0"
"envist","1.0"
"narkotika","2.0"
"involverade","3.0"
"förlora","1.0"
"hållas","3.0"
"haag","1.0"
"införas","4.0"
"länet","1.0"
"skulle","216.0"
"streets","1.0"
"ändras","1.0"
"roat","1.0"
"ändrar","1.0"
"arbetsgivare","11.0"
"191","1.0"
"hade","77.0"
"vädjade","1.0"
