"party","S"
"investeringsklimatet","3.0"
"psykoaktiva","1.0"
"värderingsdriven","1.0"
"överlåtelser","5.0"
"infrastrukturinvestering","1.0"
"förvaltningen","19.0"
"klimatförändringarna","2.0"
"förordna","1.0"
"värderingar","9.0"
"skattesubvention","6.0"
"massa","25.0"
"tolvårig","1.0"
"terrorkrigsbrott","1.0"
"karriärutvecklingen","1.0"
"urval","5.0"
"kommunens","3.0"
"höstbudgeten","1.0"
"flygövningar","1.0"
"hårstråna","1.0"
"mehmet","3.0"
"koll","10.0"
"leder","87.0"
"barnbidraget","1.0"
"ledet","5.0"
"buss","4.0"
"varningar","1.0"
"kostnadseffektiviseringsarbetet","1.0"
"burk","1.0"
"tryckfrihetsförordningen","2.0"
"burg","1.0"
"komma?","1.0"
"situationerna","5.0"
"fördjupar","1.0"
"fördjupas","4.0"
"ledda","5.0"
"fördjupat","4.0"
"ledde","15.0"
"bekantade","1.0"
"pensionärers","3.0"
"90-talet","15.0"
"eu 28","1.0"
"automatik","3.0"
"landstäckande","1.0"
"tids","4.0"
"rättskedja","3.0"
"förvaltningsmodell","1.0"
"året","67.0"
"missförstod","1.0"
"fördjupad","3.0"
"november?","2.0"
"aron","5.0"
"skogsnäring","2.0"
"åren","153.0"
"markant","2.0"
"dessutom:","1.0"
"kostnadsneutral","1.0"
"yrkesmässiga","1.0"
"art-","2.0"
"avsåg","4.0"
"amerikansk","2.0"
"hälsoservice","1.0"
"arabförbundet","2.0"
"kommunpolitiker?","1.0"
"bröstet","4.0"
"polisutbildningen","2.0"
"våldsbrott","8.0"
"slogs","5.0"
"lastbilstrafikens","2.0"
"projektet","25.0"
"eu-frågor","2.0"
"input","2.0"
"vuxit","10.0"
"svenskan","1.0"
"svenskar","9.0"
"ointressant","1.0"
"körkortsverksamhet","1.0"
"kunskapsintensiv","2.0"
"exportberoende","4.0"
"ibland","82.0"
"stadshus","2.0"
"kommissionären","6.0"
"arbetspendlingssträcka","1.0"
"upphandlingsform","2.0"
"taiwanesiska","2.0"
"kvällens","1.0"
"basnäringar","3.0"
"flygplatsernas","2.0"
"gallrar","1.0"
"konsekvensen","7.0"
"upptäcker","1.0"
"mötena","4.0"
"marus","2.0"
"överflödig","1.0"
"konsekvenser","68.0"
"kunskapsfrågan","1.0"
"logistikutveckling","1.0"
"kvinnojourer","2.0"
"faktorn","2.0"
"arts","1.0"
"avverkar","1.0"
"europas","12.0"
"tragedi","1.0"
"missuppfattar","1.0"
"organisationsmodellerna","1.0"
"kvinnojouren","1.0"
"insamling","2.0"
"invasionen","4.0"
"miljarder","141.0"
"öppningar","1.0"
"miljarden","1.0"
"gynnats","1.0"
"disparata","1.0"
"minnesgåva","1.0"
"nyttiggörande","1.0"
"yrkeskunskaper","1.0"
"sjökvist","1.0"
"till","4454.0"
"knappt","5.0"
"dagarnas","1.0"
"identifierar","6.0"
"identifierat","1.0"
"straffbart","2.0"
"torde","1.0"
"(fö 2013:b)","1.0"
"utmåla","2.0"
"säkerhetspolitik","14.0"
"kort","59.0"
"mildare","1.0"
"mekanism","2.0"
"nederländska","3.0"
"gränssnittet","1.0"
"minsann","2.0"
"europa?","1.0"
"korv","1.0"
"objektiva","3.0"
"vore","67.0"
"hälsa","49.0"
"premieras","1.0"
"konsulära","2.0"
"bostadsrätt","1.0"
"pågå","2.0"
"garanti","3.0"
"parlament","3.0"
"elvägar","1.0"
"bostadsinbrotten","5.0"
"elaka","1.0"
"slitsamt","1.0"
"massarbetslöshet","1.0"
"vuxen","1.0"
"sjuksyrra","1.0"
"vuxet","1.0"
"turistekonomiskt","1.0"
"chans","16.0"
"keynesiansk","1.0"
"omsätta","1.0"
"medvetna","10.0"
"strategiarbete","1.0"
"budgettekniken","1.0"
"vetenskap","4.0"
"kommit","93.0"
"utvinningsindustrierna","1.0"
"fördelningsprofil","3.0"
"stängas","1.0"
"traineetjänster","1.0"
"betalstationerna","1.0"
"projekten","2.0"
"ting","11.0"
"tina","10.0"
"straffbara","1.0"
"krävs?","2.0"
"gruvnäringen","8.0"
"söktryck","1.0"
"uppryckning","1.0"
"stridsflygplan","3.0"
"driftstillstånd","4.0"
"rättigheterna","10.0"
"avslutningsvis:","3.0"
"teknikutveckling","3.0"
"vinsten","1.0"
"förlåt","2.0"
"objektivt","1.0"
"vinster","31.0"
"lindberg","1.0"
"hotade","2.0"
"export-","3.0"
"besöksutbyten","1.0"
"1 procent","3.0"
"infriats","1.0"
"stängda","1.0"
"ministrarna","1.0"
"tips","1.0"
"gåvan","1.0"
"inspel","7.0"
"luftföroreningarna","1.0"
"sälen","1.0"
"svårare","34.0"
"slopa","5.0"
"långsammare","1.0"
"bjöds","1.0"
"frågorna","162.0"
"tullar","5.0"
"krishanteringen","1.0"
"förbehållet","1.0"
"småsaker","1.0"
"svårast","3.0"
"skjutas","2.0"
"reglemente","2.0"
"regeringen;","1.0"
"rättslig","11.0"
"arbetsmarknadsfrågorna","1.0"
"eu-gemensamma","4.0"
"förbehåller","1.0"
"regeringen?","4.0"
"olönsam","3.0"
"undantagsfall","1.0"
"kastade","1.0"
"karlskrona","2.0"
"bemanningsanställningar","1.0"
"uttalande","7.0"
"protokollförda","1.0"
"engångskostnad","1.0"
"framkommer","4.0"
"sjunkit","15.0"
"stänger","6.0"
"elmsäter-svärd","2.0"
"kräver","62.0"
"ytläge","1.0"
"avtjäna","1.0"
"genomsnittlig","4.0"
"poliser","27.0"
"blockerats","1.0"
"polisen","120.0"
"regeringens","412.0"
"bredare","32.0"
"kapital","13.0"
"</em>viktig","1.0"
"flygsäkerhetsbrister","1.0"
"kommun","56.0"
"spekulationer","1.0"
"3 §","2.0"
"religionen","1.0"
"religioner","5.0"
"borgar","2.0"
"passiviserad","1.0"
"luftlägesinformation","1.0"
"valideringsinsatserna","1.0"
"stambanor","1.0"
"skjuter","10.0"
"förutsågs","1.0"
"överlämnade","3.0"
"feministisk","16.0"
"sällsynt","1.0"
"dagis","1.0"
"potential","43.0"
"3r-centret","3.0"
"fjärde","3.0"
"medfinansiering","4.0"
"systemanalys","1.0"
"industrisektorer","1.0"
"undersöker","1.0"
"kunskapsunderlag","1.0"
"bergström","4.0"
"ålderspensionen","1.0"
"björling","2.0"
"leverantör","3.0"
"ofinansierade","24.0"
"1,9 miljarder","1.0"
"informationsöverföring","3.0"
"vuxna","5.0"
"marknadsperspektiv","2.0"
"desto","13.0"
"transportbransch","1.0"
"privatelever","1.0"
"medvetet","1.0"
"bubblor","4.0"
"ettårssatsningar","1.0"
"införselreglerna","2.0"
"allmänheten","4.0"
"blivande","4.0"
"medveten","30.0"
"utformning","10.0"
"eventuellt","26.0"
"rättstillämpning","2.0"
"motverkar","11.0"
"flerfamiljshus","1.0"
"margareta","12.0"
"hörande","1.0"
"grälar","1.0"
"sjunker","9.0"
"dimension","4.0"
"någons","6.0"
"drakar.","1.0"
"vattenmyndighetens","1.0"
"inrättning","1.0"
"timtal","1.0"
"likriktningen","1.0"
"alternativa","11.0"
"arbetsuppgift","1.0"
"samfinansiering","1.0"
"stridigheterna","1.0"
"sekretesslagen","1.0"
"alternativt","4.0"
"någonting?","1.0"
"vardagliga","1.0"
"tillväxtpolitiken","2.0"
"meritering","1.0"
"främjandefrågorna","1.0"
"käften","1.0"
"yttrandefriheten","3.0"
"sundins","2.0"
"krympande","2.0"
"rutinförändring","1.0"
"ambassaderna","1.0"
"vardera","7.0"
"närmaste","14.0"
"skiljenämnd","1.0"
"miljöarbete","3.0"
"skjutit","3.0"
"orsakar","5.0"
"råvara","4.0"
"noterar","27.0"
"helhetsgrepp","11.0"
"noterat","3.0"
"noteras","2.0"
"slovakien","2.0"
"tveka","2.0"
"botniabanans","1.0"
"fritids","1.0"
"tillämpande","1.0"
"projektlistan","1.0"
"kompetenta","4.0"
"opportunity","2.0"
"allvarliga","17.0"
"ramper","1.0"
"innerstaden","2.0"
"tricksa","2.0"
"bearbetat","1.0"
"sammanfatta:","1.0"
"granne","1.0"
"överläggning","1.0"
"förorda","1.0"
"ovända","1.0"
"billigare","14.0"
"instegsjobben","4.0"
"agila","2.0"
"fingret","3.0"
"krock","1.0"
"besöksutbyte","2.0"
"skogsprodukter","1.0"
"betydande","38.0"
"giftfri","2.0"
"missbruksvården","5.0"
"brås","4.0"
"bensinmack","1.0"
"effektivitet","12.0"
"neutralt","2.0"
"tågförbindelser","1.0"
"genomgripande","4.0"
"ojämställt","5.0"
"dylik","1.0"
"också","1965.0"
"karlsborg","1.0"
"hälsocentraler","1.0"
"ränteläge","5.0"
"somaliska","1.0"
"reguljär","5.0"
"framhöll","2.0"
"lastbilsflottan","1.0"
"700","5.0"
"tryggheten","21.0"
"antiziganism","1.0"
"uppvärmning","1.0"
"livskraftiga","3.0"
"snittet","5.0"
"monterade","1.0"
"borgerliga","278.0"
"återreglering","1.0"
"dubbla","3.0"
"utgiftsområde","4.0"
"åsidosätta","1.0"
"barns","14.0"
"ahlin","1.0"
"yrkesverksam","1.0"
"styvmoderligt","1.0"
"solidariteten","1.0"
"granskningen","4.0"
"statsstödsregler","3.0"
"aftontidningarna","1.0"
"väcktes","1.0"
"skyddsjakten","1.0"
"borgerligt","7.0"
"anställningsformerna","2.0"
"åsidosätts","1.0"
"chaufförer","3.0"
"sahariska","3.0"
"killar","1.0"
"it-stöd","1.0"
"bredbandsfrågor","1.0"
"utveckling?","2.0"
"övertygelse","5.0"
"retroaktiva","2.0"
"terräng","1.0"
"yta","2.0"
"hatten","1.0"
"inrikesförbindelser","1.0"
"språkanalytikers","1.0"
"språkanalytikern","2.0"
"neutrala","3.0"
"renoveringar","1.0"
"akuta","9.0"
"sjukvårdsarbete","1.0"
"verksamhetens","2.0"
"besökte","5.0"
"retroaktivt","1.0"
"fastighetsskatt","3.0"
"beslutsfattarna","1.0"
"gymnasietiden","1.0"
"skiljelinjerna","1.0"
"mular","1.0"
"framskridandet","1.0"
"ask:","1.0"
"regeringsbärande","1.0"
"föredömlig","1.0"
"parentes","1.0"
"nödvändighet","1.0"
"trakasserier","2.0"
"skogsägare","3.0"
"maria","63.0"
"intäkterna","10.0"
"viltmyndighet","2.0"
"tillverka","1.0"
"produktansvar","1.0"
"chauffören","1.0"
"hovsamt","1.0"
"snabbtågsförbindelse","1.0"
"1990-91","1.0"
"åtgärdsvalsstudie","1.0"
"verklighetsbilden","1.0"
"kärnkraftsindustrin","1.0"
"steka","1.0"
"utförsäkringarna","3.0"
"renodlat","1.0"
"rikta","6.0"
"trodde","23.0"
"felunderrättad","1.0"
"justeringar","9.0"
"ytterstäder","1.0"
"klimatsmarta","2.0"
"beslutna","2.0"
"givarna","2.0"
"gentemot","31.0"
"cynisk","1.0"
"tilldelningen","1.0"
"interpellationsdebatter","6.0"
"granskningar","6.0"
"missnöjda","1.0"
"alkobom","1.0"
"interpellationsdebatten","20.0"
"affärsresande","1.0"
"sviter","1.0"
"dubbelbeskattning","2.0"
"återfall","3.0"
"kläm","8.0"
"järnvägs-","2.0"
"plädera","2.0"
"utstationeringskommittén","2.0"
"överger","3.0"
"städar","1.0"
"folk-till-folk-kontakter","1.0"
"fantasin","1.0"
"kroka","1.0"
"utkomst","1.0"
"rovdjursangrepp","1.0"
"marin","2.0"
"etableringsinsatserna","2.0"
"språkanalyserna","3.0"
"slagits","2.0"
"riskkapitalet","26.0"
"asks","4.0"
"extramalmen","1.0"
"råvaran","3.0"
"eu-regelverket","6.0"
"gärna","75.0"
"remitterats","7.0"
"alkoholhaltiga","6.0"
"barn-","9.0"
"viktiga","255.0"
"kastats","1.0"
"integritetsskydd","3.0"
"individanpassning","1.0"
"förlustanmälan","1.0"
"flesta","48.0"
"skillnaden","24.0"
"vinnlägga","2.0"
"nordkalotten","2.0"
"samhällsekonomi","1.0"
"skillnader","25.0"
"följd","23.0"
"nyss","12.0"
"utslussningen","2.0"
"varumärkesskydd","1.0"
"handskas","2.0"
"viktigt","650.0"
"följa","116.0"
"talmannen:","2.0"
"naturreservat","1.0"
"dagarna","8.0"
"finansieringar","1.0"
"fotbojor","1.0"
"följt","16.0"
"följs","9.0"
"besöken","3.0"
"konfliktlinjerna","1.0"
"tydlig:","5.0"
"besöker","1.0"
"habitatdirektivet","2.0"
"forskningsvärlden","1.0"
"besöket","1.0"
"hemvärnsorganisationen","1.0"
"belopp","9.0"
"vetter","1.0"
"krona","37.0"
"georgien","2.0"
"advokatsidan","1.0"
"parametrarna","1.0"
"återstarta","1.0"
"städer","6.0"
"vetenskapen","4.0"
"problem?","1.0"
"västerås","1.0"
"umeå","7.0"
"smugglingen","4.0"
"rot-avdraget","3.0"
"rot-avdragen","1.0"
"omvärldsefterfrågan","1.0"
"orsaker","5.0"
"förenklingsresa","2.0"
"behörighetsprövningen","1.0"
"orsaken","9.0"
"klienter","3.0"
"regelverket","52.0"
"kontrollmakt","1.0"
"utsträckning","64.0"
"bengtsson","38.0"
"havererat","2.0"
"nybyggnationen","1.0"
"winston","1.0"
"fackföreningsrörelse","2.0"
"utlämnas","1.0"
"tjej","1.0"
"företagshälsovården","2.0"
"regeringsdeklaration","1.0"
"deras","98.0"
"samband","49.0"
"nytt","55.0"
"nalen","1.0"
"grepp","19.0"
"käpphästar","1.0"
"nyliberaler","1.0"
"finanskrisen","12.0"
"dubbel","1.0"
"regelverken","3.0"
"pendla","4.0"
"efterfrågade","3.0"
"regeringsrollen","1.0"
"statskassan","2.0"
"förvaltningsgemensam","1.0"
"ya-avtalen","2.0"
"handsken","1.0"
"säkra","39.0"
"genuina","1.0"
"kringgärdas","1.0"
"stambanan","10.0"
"hemmagjord","1.0"
"slutbetyg","5.0"
"viftas","1.0"
"utförsäkrades","1.0"
"finansieringen","23.0"
"barin","1.0"
"genuint","1.0"
"återexport","1.0"
"yrkeslivet","6.0"
"centerns","1.0"
"vettig","2.0"
"schweiz?","1.0"
"passinnehavaren","1.0"
"fundera","43.0"
"kulturarvet","1.0"
"it-tjänster","1.0"
"rikskriminalpolisen","2.0"
"alkobommar","15.0"
"köttproduktion","1.0"
"liksom","60.0"
"överläggningarna","1.0"
"motsvara","3.0"
"delegerats","1.0"
"inlägg","80.0"
"däcka","1.0"
"destabilisering","1.0"
"förtidspensionerade","1.0"
"näringsperspektivet","1.0"
"imponerade","1.0"
"uppdelning","2.0"
"resorna","1.0"
"interpellationsfråga","1.0"
"krigsplacerade","2.0"
"erbjudande","2.0"
"momsregistreras","1.0"
"investeringsklausul","1.0"
"tyskland","51.0"
"tudelad","1.0"
"observationer","2.0"
"verkstad","3.0"
"basen","3.0"
"deltidsengagemang","1.0"
"koldioxidutsläpp","4.0"
"verkstan","1.0"
"ansett","1.0"
"faderskapet","1.0"
"momsintäkter","1.0"
"krigsmateriel","5.0"
"gränsstationer","1.0"
"utökat","6.0"
"mängd","14.0"
"utökas","3.0"
"målstyrd","1.0"
"kompetenser","8.0"
"slösa","1.0"
"missförstånd","6.0"
"ministerposterna","1.0"
"utökad","5.0"
"fack","1.0"
"direktinvesteringar","1.0"
"familjepolitiken","6.0"
"investeringssidan","1.0"
"skattesänkarpolitiken","1.0"
"söderifrån","2.0"
"upplåts","1.0"
"billigaste","1.0"
"ändringar","13.0"
"kränkningen","1.0"
"säkerhetsråd","5.0"
"realekonomin","3.0"
"brasilien","2.0"
"rangera","1.0"
"egenskaper","3.0"
"trovärdigt","1.0"
"drygt","25.0"
"oerhörda","3.0"
"egenskapen","1.0"
"allianspolitiken","1.0"
"accentuerats","1.0"
"tecknats","1.0"
"enkelhet","2.0"
"lantbrukarnas","2.0"
"försäkringssystem","2.0"
"statsbildning","1.0"
"kompetensen","25.0"
"uppfylla","10.0"
"stället?","5.0"
"uppfylld","3.0"
"åtstramningar","1.0"
"acceptera","4.0"
"resenärer","2.0"
"kvoterna","3.0"
"regeringskansliet?","2.0"
"strypa","1.0"
"tillsättandet","2.0"
"dubbelspår","1.0"
"varifrån","10.0"
"tillgodogjort","1.0"
"efterfrågetryck","1.0"
"pensionsmyndigheten","2.0"
"tydliga","70.0"
"arbetsplatserna","3.0"
"äldreorganisationer","1.0"
"fortsätta","190.0"
"mötesspår","1.0"
"satsningarna","8.0"
"projektarbete","1.0"
"problematiska","1.0"
"utformades","2.0"
"bröt","2.0"
"tydligt","131.0"
"problematiskt","6.0"
"fn-mandat","3.0"
"basal","1.0"
"kritisk","6.0"
"reaktioner","7.0"
"skogsbrandsutredningens","1.0"
"handelsvara","1.0"
"marksnål","3.0"
"lätta","2.0"
"uppfylls","3.0"
"sorsele","2.0"
"riket","9.0"
"regeringskansliets","2.0"
"sammanträdet","8.0"
"palestina","50.0"
"överhängande","1.0"
"teleövervakning","3.0"
"budgeteffekten","3.0"
"konjunkturer","1.0"
"sammanträden","2.0"
"konjunkturen","9.0"
"gjord","4.0"
"myndighetsstrukturen","2.0"
"placeringen","1.0"
"påbörjades","5.0"
"regeringsnivå","1.0"
"42 000","1.0"
"omprövades","1.0"
"ligger","181.0"
"hälsosituationen","1.0"
"kompetensutvecklingsbehov","1.0"
"tröskeln","2.0"
"widmans","3.0"
"drägligt","1.0"
"ställning","74.0"
"kränkningar","10.0"
"mellanrum","2.0"
"kostsam","1.0"
"ändringen","1.0"
"förespråka","2.0"
"tråkigt","5.0"
"energibolag","1.0"
"lokalkännedomen","1.0"
"svensk-saudiska","1.0"
"propaganda","2.0"
"asyl","17.0"
"ukrainas","6.0"
"förblir","7.0"
"spridning","4.0"
"könsmaktsordningen","1.0"
"förbygga","1.0"
"gjort","206.0"
"världspolis","1.0"
"väg","95.0"
"stannar","10.0"
"aktörerna","10.0"
"långvarig","1.0"
"kränkande","4.0"
"väl","292.0"
"vän","4.0"
"häkte","2.0"
"ordning","61.0"
"beivrar","1.0"
"missförstått","1.0"
"kvoterat","1.0"
"anständigt","3.0"
"hörnpelare","2.0"
"saudiarabien?","1.0"
"förvärvat","2.0"
"möjliggjordes","1.0"
"negativ","5.0"
"dokument","3.0"
"sanna","1.0"
"widman?","1.0"
"kärnvapenanvändning","1.0"
"högskoleexamen","1.0"
"jämställdhetsintegrering","14.0"
"svinnet","2.0"
"kvoterad","1.0"
"ägnats","2.0"
"politik","239.0"
"profession","1.0"
"intensifierat","1.0"
"vår","280.0"
"skiter","1.0"
"våt","3.0"
"klampningen","1.0"
"psykiatriska","1.0"
"subventionernas","1.0"
"lämpligt","16.0"
"arbetslivet","34.0"
"järnvägar","11.0"
"produceras","4.0"
"näringspolitiken","14.0"
"producerar","1.0"
"metoderna","3.0"
"migrationskommissionären","1.0"
"förmår","8.0"
"demografiska","15.0"
"förmås","1.0"
"unhcr","10.0"
"förmån","4.0"
"landets","34.0"
"könsuppdelningen","2.0"
"landet?","1.0"
"upphandlingsfrågorna","2.0"
"sexualbrottsmål","1.0"
"konferenser","1.0"
"könsperspektivet","1.0"
"diesel","2.0"
"fruktansvärda","4.0"
"demografiskt","1.0"
"producerad","3.0"
"landet;","1.0"
"bolund","2.0"
"konferensen","2.0"
"rovdjuret","2.0"
"rovdjuren","2.0"
"subventioner","4.0"
"4 ½","1.0"
"bandvagnarna","1.0"
"fall","262.0"
"kluven","2.0"
"förföljelse","5.0"
"säker","33.0"
"lämpliga","9.0"
"utsättas","6.0"
"14.00","1.0"
"mottagningsfrågorna","1.0"
"ensamstående","16.0"
"frågorna?","2.0"
"fajt","1.0"
"positionering","1.0"
"specialundervisning","1.0"
"livsinkomstens","1.0"
"oscarsson","22.0"
"subventionen","2.0"
"sinnat","1.0"
"gungande","1.0"
"grannländernas","1.0"
"hanterats","2.0"
"uppslitande","1.0"
"nyckelkompetens","1.0"
"sakkunnigt","1.0"
"föräldramånad","2.0"
"kunskapsbrist","1.0"
"migrationspolitik","3.0"
"teorin","5.0"
"etableringsreglerna","3.0"
"lagförändringar","1.0"
"transportarbetet","1.0"
"öresundsregionen","2.0"
"högvaktsavlösningen","1.0"
"stenergard","22.0"
"förläggas","2.0"
"granatkastare","2.0"
"åtagande","2.0"
"surrogatmoderskap","7.0"
"statssekreteraren","2.0"
"enkelspårsdrift","1.0"
"företagsperspektivet","1.0"
"triton","1.0"
"föranmälda","1.0"
"skadlig","2.0"
"stoppa","22.0"
"järnvägen","29.0"
"fotbojan","3.0"
"antyddes","1.0"
"utlandsmissioner","1.0"
"upptaxeringen","1.0"
"konstant","3.0"
"skärpning","2.0"
"legitimerar","1.0"
"matlandetstrategin","1.0"
"legitimerat","1.0"
"folkomröstningen","2.0"
"tredubblades","2.0"
"rötter","1.0"
"tynga","1.0"
"våldsideologin","1.0"
"budgetregler","1.0"
"livligt","1.0"
"jämställdhetsproblemet","1.0"
"värdlandsavtalet","1.0"
"tyngd","1.0"
"allvarligt","37.0"
"försvarsmakten","86.0"
"8,5","1.0"
"rasmässig","1.0"
"försvarsmakter","1.0"
"talades","2.0"
"<em>inte</em>","3.0"
"domstolsprocesser","1.0"
"fattigdomsbekämpning","1.0"
"livliga","1.0"
"kungliga","1.0"
"luras","1.0"
"bjudits","1.0"
"narvik","1.0"
"arbetslösa","102.0"
"konfliktrelaterat","1.0"
"arbetslöse","4.0"
"decentralisering","3.0"
"utsätter","3.0"
"alkoholdrycker","3.0"
"haddad","53.0"
"huvudet","4.0"
"fackförbunden","2.0"
"mönstringsfrågan","1.0"
"fackförbundet","1.0"
"kanada","9.0"
"knappen?","1.0"
"lättnaden","1.0"
"trailerhanteringen","1.0"
"brommaflyget","1.0"
"lättnader","2.0"
"trafikplaneringen","1.0"
"soldaternas","1.0"
"äldrevården","4.0"
"churchill","1.0"
"tobakspolitiken","1.0"
"inlåsta","5.0"
"avgränsningar","1.0"
"befolkningens","1.0"
"fronter","2.0"
"avslöjande","1.0"
"argumentera","9.0"
"fara","7.0"
"frontex","1.0"
"utnämnd","1.0"
"köras","1.0"
"resolution","4.0"
"allmänna","34.0"
"fart","15.0"
"uppstod","1.0"
"flyktingströmmar","1.0"
"sämsta","6.0"
"förhalning","1.0"
"underkänner","1.0"
"utreder","8.0"
"näringens","1.0"
"finstilta","1.0"
"spännande","21.0"
"skogsråvara","3.0"
"skrattretande","1.0"
"handläggning","5.0"
"aten","1.0"
"utredde","1.0"
"knyter","1.0"
"konstruktiv","21.0"
"inkommer","1.0"
"karriärmässigt","1.0"
"800","2.0"
"dylikt","1.0"
"människors","51.0"
"skönmålningens","1.0"
"låtsasdebatt","1.0"
"beskydda","1.0"
"fatala","2.0"
"lappen","1.0"
"offentlighets-","1.0"
"bostadsbidrag","2.0"
"utefter","2.0"
"flyktingar","5.0"
"basindustri","1.0"
"jobbeffekter","2.0"
"yngsta","2.0"
"flygoperatörerna","1.0"
"förnya","7.0"
"indikation","1.0"
"verkligheten","40.0"
"sundin","25.0"
"ställdes","2.0"
"enhetsregeringens","1.0"
"pedagoger","1.0"
"drivhuset","7.0"
"regionledningen","1.0"
"fasa","6.0"
"kvalitetsrevisioner","1.0"
"uppställda","1.0"
"inkluderat","1.0"
"tecknade","1.0"
"inkluderas","6.0"
"omfamnar","1.0"
"inkluderar","7.0"
"utrikesministern","16.0"
"fast","118.0"
"specialistkunskap","1.0"
"hemsida","4.0"
"invasion","1.0"
"samrådsutslaget","1.0"
"stridsfråga","2.0"
"transporterade","1.0"
"eniga","17.0"
"avhängigt","1.0"
"libyen","1.0"
"funderingen","1.0"
"vinsterna","3.0"
"insamlingen","1.0"
"löfven","13.0"
"beroendevård","3.0"
"spelreglerna","5.0"
"stallgödsel","1.0"
"sfi-lärarna","1.0"
"särbehandling","1.0"
"slitage","1.0"
"förändringarna","8.0"
"otjänst","1.0"
"länders","5.0"
"månader?","4.0"
"livsmedelsproduktionen","5.0"
"erkändes","1.0"
"dag</em>","1.0"
"totalförsvarstanke","1.0"
"trafiksituation","2.0"
"brottsmisstänkta","1.0"
"säljaren","1.0"
"länder?","1.0"
"knytas","1.0"
"skriftlig","1.0"
"sakfrågan","14.0"
"tobaksreklamen","1.0"
"rädsla","2.0"
"840","1.0"
"hållbarhetsskäl","2.0"
"utraderar","1.0"
"företas","1.0"
"inkommit","3.0"
"prognoserna","6.0"
"konkurrensvillkoren","4.0"
"konkretiseras","1.0"
"undertecknad","5.0"
"välbalanserat","1.0"
"träna","1.0"
"rättskedjan","6.0"
"realistiskt","3.0"
"specificerade","1.0"
"månaders","2.0"
"hyreslägenheter","1.0"
"räddningstjänsten","7.0"
"väsentligen","1.0"
"samstämmig","1.0"
"åtar","5.0"
"övningsverksamheten","5.0"
"förkovra","1.0"
"bristen","5.0"
"stillastående","1.0"
"bnp-gapet","2.0"
"företag","205.0"
"marknadshyror","2.0"
"religiösa","5.0"
"sjukvårdsminister","2.0"
"brister","41.0"
"aktör","12.0"
"innovationspropositionerna","1.0"
"detaljhandelsmonopol","8.0"
"realistiska","2.0"
"tv-sändningar","1.0"
"stadga","1.0"
"kvalitetskraven","1.0"
"kompetensförluster","1.0"
"enfaldigt","1.0"
"bills","1.0"
"utomrättsliga","1.0"
"billigt","1.0"
"grundutbildade","1.0"
"medelålder","1.0"
"hemvärnet","17.0"
"åttaårsperioden","1.0"
"utredas","23.0"
"bevissvårigheter","1.0"
"valideringen","2.0"
"reglerad","4.0"
"billiga","2.0"
"vidareutbildningsmöjligheter","1.0"
"försiktigt","4.0"
"eu-ambassadören","1.0"
"körda","1.0"
"åtal","1.0"
"fiskerättigheter","2.0"
"pedagogik","1.0"
"samtliga","33.0"
"tvångsäktenskap","1.0"
"reglerar","11.0"
"regleras","10.0"
"frankrike","4.0"
"finansministrar","1.0"
"reglerat","4.0"
"utbildningsintygen","2.0"
"försiktiga","5.0"
"körde","2.0"
"eu-regelverk","4.0"
"styrformerna","1.0"
"inomhuspooler","1.0"
"brygga","2.0"
"unge","1.0"
"unga","139.0"
"konkurrenskraft","61.0"
"innerstad","2.0"
"variation","1.0"
"ikea","1.0"
"tilläggsdirektiv","7.0"
