"party","M"
"beskära","1.0"
"visste","7.0"
"flyga","7.0"
"smakar","1.0"
"skattesatserna","1.0"
"immigration","1.0"
"arbetssökande.","1.0"
"besvära","1.0"
"utslängda","1.0"
"uppfattningen","23.0"
"arbetet?","1.0"
"körd","1.0"
"verkställande","2.0"
"arbetspendling?","1.0"
"samhällsnyttan","1.0"
"längre?","2.0"
"löfte","11.0"
"köra","16.0"
"beskärs","1.0"
"effektiv?","1.0"
"sjukvård","7.0"
"vattenfall","5.0"
"halvt","4.0"
"ansvarsfördelningen","1.0"
"bemanningsdirektivet","1.0"
"sysselsatta","16.0"
"knep","1.0"
"arjeplog","1.0"
"skadedokumentation","1.0"
"brytningen","1.0"
"instabilitet","4.0"
"avses","1.0"
"hävdar?","2.0"
"inledde","5.0"
"stenmark","2.0"
"ruinera","2.0"
"avser","60.0"
"fortleva","1.0"
"luftrum","1.0"
"flyg.","1.0"
"salva","2.0"
"förstå","21.0"
"stuprörstänkande","1.0"
"näringsklimatet?","1.0"
"fritt","5.0"
"neet-tal","1.0"
"ungdomsarbetsgivaravgifterna","2.0"
"skiddestination","2.0"
"ömsesidiga","1.0"
"halva","4.0"
"uppföljningar","3.0"
"socialavgiftslagen","1.0"
"kött","4.0"
"inkomstskillnaderna","2.0"
"ansvarsfull","12.0"
"nationellt","14.0"
"reformprogrammet","1.0"
"ovärdigt","1.0"
"expansion","1.0"
"inskränka","1.0"
"gaza","4.0"
"stödrätterna","1.0"
"skolstarten","1.0"
"drivmedelsskatter","1.0"
"tystare","1.0"
"inleder","1.0"
"parera","1.0"
"ödesfrågan","1.0"
"nationella","15.0"
"insynsavtal","1.0"
"reportage","2.0"
"gömmer","3.0"
"statsbudgeten","16.0"
"delstaterna","2.0"
"fordonet","1.0"
"städhjälp","4.0"
"underarm","1.0"
"räntekostnaderna","1.0"
"smaken","3.0"
"inskränkt","1.0"
"varslar","1.0"
"dialog","22.0"
"varslat","1.0"
"anekdoter","1.0"
"överklagat","1.0"
"krishanteringsförmåga","2.0"
"övrigt","19.0"
"sedan?","4.0"
"importen","1.0"
"jättemöjlighet","1.0"
"sedan:","1.0"
"investeras","2.0"
"saknat","2.0"
"investerat","3.0"
"saknar","31.0"
"saknas","23.0"
"investerar","3.0"
"bestämmer","9.0"
"frisk","6.0"
"ideologin","1.0"
"bolagsordningen?","1.0"
"alliansbudget","1.0"
"miljöperspektiv","1.0"
"övriga","44.0"
"uppfattningar","11.0"
"förtidspension","20.0"
"texterna","1.0"
"tryck","9.0"
"samtalet","2.0"
"samtalen","8.0"
"problematik","6.0"
"talespersonen","3.0"
"oacceptabla","1.0"
"grunda","2.0"
"talespersoner","2.0"
"tilläggsdirektiven","2.0"
"forskningsintensivt","1.0"
"budgetramar","1.0"
"ofattbart","2.0"
"kärnkraftsreaktorerna","2.0"
"sysselsättningseffekt","3.0"
"fullgod","3.0"
"seco","1.0"
"förste","6.0"
"uppdrag?","2.0"
"konsekvensanalys","3.0"
"orientera","1.0"
"jordbrukande","1.0"
"skattehöjarpolitik","2.0"
"vårdcentraler","4.0"
"missbrukarna","1.0"
"potentiella","2.0"
"särskilda","19.0"
"brand","3.0"
"arbetsförmedlingen","36.0"
"ansenlig","1.0"
"säkerställandet","2.0"
"företagare","42.0"
"frustration","1.0"
"tillskapas","1.0"
"handelshögskolan","1.0"
"exakt","39.0"
"påfrestningar","2.0"
"fackföreningsrörelser","1.0"
"potentiellt","2.0"
"fallande","1.0"
"fackföreningsrörelsen","3.0"
"transportsektorns","1.0"
"skattekraften","1.0"
"bussarna","3.0"
"kundmötet","1.0"
"håll;","1.0"
"oönskad","1.0"
"gratis","2.0"
"deltidsanställning","1.0"
"miljöprövning","1.0"
"kunskapen?","1.0"
"principer:","1.0"
"jätteliten","1.0"
"betungande","1.0"
"frihandel","1.0"
"barnkonventionen","1.0"
"byggbranschen","1.0"
"ordutbyte","1.0"
"okända","3.0"
"starten","1.0"
"ände","3.0"
"avgiften","2.0"
"transportsektorn?","1.0"
"hålla","63.0"
"lilla","12.0"
"genomlidit?","1.0"
"saldo","2.0"
"ända","13.0"
"första","124.0"
"hedh","2.0"
"kunnig","1.0"
"it-center","1.0"
"vidgar","2.0"
"hålls","1.0"
"bankman","1.0"
"340 000","15.0"
"kritiken","5.0"
"s. 308","1.0"
"växtligheten","2.0"
"uppmättes","1.0"
"avgifter","20.0"
"villainbrotten","1.0"
"överens","143.0"
"norra","10.0"
"överskuldsrisker","1.0"
"verkade","4.0"
"kollektivt","7.0"
"protokollets","1.0"
"närgångna","1.0"
"riksbanken","6.0"
"organisationer","25.0"
"omdöme","1.0"
"svavel","3.0"
"organisationen","12.0"
"beskrivit?","1.0"
"underströk","2.0"
"underskattar","4.0"
"järnvägsunderhållet","2.0"
"kollektiva","2.0"
"vårdbehov","1.0"
"hamna","12.0"
"jämviktsarbetslösheten","2.0"
"konjunkturcykel","2.0"
"4,27","1.0"
"tidsfrist","1.0"
"brottslighet","17.0"
"norsk","4.0"
"sundsvalls","1.0"
"försämrade","6.0"
"renommé","1.0"
"separata","1.0"
"kompenseras?","1.0"
"tjugotal","3.0"
"järnvägen?","1.0"
"remarkabla","1.0"
"förhåller","4.0"
"beskrivits","3.0"
"beklagande","1.0"
"hushållen","17.0"
"avtal","17.0"
"mängdrabatt","1.0"
"heja","1.0"
"effektivisera","7.0"
"villkor;","1.0"
"drakoniska","1.0"
"resulterar","3.0"
"villkor?","1.0"
"uppskjuten","1.0"
"sjukvården","11.0"
"handelshinder","3.0"
"godsaker","2.0"
"ridningen","5.0"
"inhämta","4.0"
"idé?","2.0"
"ändå","163.0"
"tillväxtpropp","1.0"
"hormonbalansen","1.0"
"regeringsrepresentant","1.0"
"omdöpt","1.0"
"visionärt","1.0"
"motions-","1.0"
"flygförbindelserna","3.0"
"hemtrakter","1.0"
"matsäkerhet","1.0"
"startar","15.0"
"konstitutionsutskottet","17.0"
"startat","3.0"
"startas","3.0"
"hela","287.0"
"strandnära","3.0"
"helg","2.0"
"virke","2.0"
"tvingade","2.0"
"ockupation","1.0"
"historiken","2.0"
"långkörare","1.0"
"täby?","1.0"
"fårskötsel","1.0"
"nära-nollenergihus","1.0"
"saltvik","1.0"
"tillfällen","15.0"
"likartade","2.0"
"banerförare","1.0"
"dagordningen","1.0"
"utreds","4.0"
"hem?","1.0"
"vinstmöjligheterna","1.0"
"hemma?","1.0"
"tillfället","20.0"
"bottenplatta","1.0"
"påskina","6.0"
"lastbilsskatt","1.0"
"ockuperades","1.0"
"påverkats","1.0"
"utredd","2.0"
"jägarna","1.0"
"budgetpropositionen","33.0"
"utreda","39.0"
"idén","10.0"
"välståndet","1.0"
"över?","1.0"
"grunna","1.0"
"ännu","107.0"
"slakterier","1.0"
"beviljas","1.0"
"modersmål","1.0"
"drabbade","5.0"
"vårdnadshavare","9.0"
"förordar","1.0"
"rökning","3.0"
"förordas","1.0"
"utmaningarna?","1.0"
"relationerna","1.0"
"pensionsfrågan","2.0"
"framtagande","1.0"
"lönepress","1.0"
"matvaror","1.0"
"balansgång","3.0"
"skolpolitiken","2.0"
"utlöser","1.0"
"analyschefen","1.0"
"förtidspensioner","4.0"
"finansieringsmöjligheterna","3.0"
"sålde","2.0"
"kunnat","77.0"
"sålda","1.0"
"arbetsmetoder","2.0"
"dieselbehovet","1.0"
"pensionering","1.0"
"ihop","73.0"
"offentligfinansierade","1.0"
"bedrift","1.0"
"helt","352.0"
"inköpta","1.0"
"handlägga","2.0"
"ihärdigt","1.0"
"tomhänt","1.0"
"gratta","1.0"
"speciellt","21.0"
"anmodan","1.0"
"dagsböter","2.0"
"hudfärg","1.0"
"bortsorterad","1.0"
"självklar","4.0"
"förhandlingsman","1.0"
"inkomstutjämning","4.0"
"kolleger:","1.0"
"utgiftstryck","1.0"
"efterlängtade","1.0"
"frågeställningen?","1.0"
"laval","6.0"
"avhålla","2.0"
"frågeställningen:","1.0"
"tillfällig","6.0"
"tåg","13.0"
"speciella","6.0"
"pärm","2.0"
"tål","2.0"
"johansson:","2.0"
"ölbryggare","1.0"
"välfärdsverksamheterna","1.0"
"osubventionerad","1.0"
"stödpersonal","1.0"
"friskvård?","1.0"
"proceduren","1.0"
"sent","23.0"
"sena","4.0"
"översvämmade","1.0"
"förfäder","1.0"
"nagelfara","1.0"
"strålande","2.0"
"deltagandet","1.0"
"sakfråga","2.0"
"2 §","1.0"
"stoppers","1.0"
"johansson?","1.0"
"propå","1.0"
"skick","7.0"
"projektledare","1.0"
"avstå","4.0"
"energipolitik","2.0"
"rulla","3.0"
"förhandlingarna?","1.0"
"lagstiftaren","1.0"
"idrottsföreningen","1.0"
"herr","678.0"
"2 ½","3.0"
"security","1.0"
"växel","1.0"
"nylund","2.0"
"miljöbilsbonus","1.0"
"barlastvatten?","1.0"
"växer","22.0"
"regeringskretsar","1.0"
"miljöbalken","5.0"
"avfolkningsbygder","1.0"
"poolrengöring","1.0"
"energisektorn","1.0"
"dubblerats","2.0"
"vitsippor","1.0"
"normaliserade","1.0"
"kommunicerar","3.0"
"värnpliktsförband","1.0"
"johanssons","12.0"
"flyta","1.0"
"tjänstefolk","1.0"
"kalkylen?","2.0"
"möjlighet","129.0"
"omoraliskt","3.0"
"pengarna","79.0"
"invändning","1.0"
"hemmet","9.0"
"budskap","10.0"
"skogsindustritransport","1.0"
"igångsatt","1.0"
"jättepositivt","1.0"
"registreringsskylt","1.0"
"valuta","2.0"
"biologiska","2.0"
"producenterna","8.0"
"konsekventa","1.0"
"finansieringskälla","1.0"
"hett","1.0"
"dess?","1.0"
"klassificering","2.0"
"jobbat","17.0"
"arbetsmarknadsutskottet","4.0"
"heta","1.0"
"pensionärsorganisationer","1.0"
"dagen","18.0"
"jobbar","62.0"
"förtidspensionerats","1.0"
"föräldrabalken","1.0"
"regelförenklingar","14.0"
"verkställigheten","1.0"
"utpressning","1.0"
"jobba?","1.0"
"hushållsarbetet","1.0"
"litauen","8.0"
"trosbekännare","1.0"
"bekräftar","7.0"
"bekräftat","1.0"
"bekräftas","5.0"
"ansedd","1.0"
"obligatoriskt","10.0"
"hesa","1.0"
"tilläggsuppdrag","1.0"
"ingångsvärde","2.0"
"620 miljoner","1.0"
"omvittnat","1.0"
"fastighetsbestånd?","1.0"
"yttersta","2.0"
"färdigställande","1.0"
"villkor","36.0"
"arbetsrätten","1.0"
"murarna","1.0"
"försvarets","1.0"
"cider","2.0"
"dessa","234.0"
"helena","1.0"
"ansträngande","1.0"
"helene","7.0"
"obligatoriska","1.0"
"60 000","2.0"
"upplysningsarbete","1.0"
"försöksverksamhet","3.0"
"talmanspresidiet","3.0"
"takhöjning","1.0"
"granskningssynpunkt","1.0"
"förluster","6.0"
"lönerelaterade","1.0"
"fruktansvärd","1.0"
"sett","120.0"
"motvilja","1.0"
"lyhörd","2.0"
"union","1.0"
"jobbade","9.0"
"målsäganden","6.0"
"prestation","2.0"
"triangel","1.0"
"5 000","3.0"
"utgiftsökning","1.0"
"biologiskt","1.0"
"stjärna","1.0"
"webben","1.0"
"varaktig","2.0"
"illustration","1.0"
"pisa-undersökningen","1.0"
"agerande","16.0"
"standard","5.0"
"plattan","1.0"
"grundade","2.0"
"s. 27","1.0"
"åklagarmyndighet","1.0"
"köpas","2.0"
"jobben","82.0"
"definiera","2.0"
"sälja","21.0"
"polisanmälan","1.0"
"hårklyveri","1.0"
"rubriker","3.0"
"diffade","1.0"
"dagar","35.0"
"gymnasiekompetens","3.0"
"kedjorna","1.0"
"palestinier","5.0"
"kolumner","1.0"
"ekonomi","72.0"
"önskvärda","1.0"
"jobbet","15.0"
"area","1.0"
"kombination","6.0"
"överges?","1.0"
"fiska","1.0"
"statsråden","1.0"
"s. 13","1.0"
"miljöprojekt?","1.0"
"gåvor","6.0"
"rubriken","3.0"
"benägenhet","1.0"
"ospecificerad","1.0"
"600","2.0"
"motstånd","3.0"
"slutprodukt","1.0"
"krävde","3.0"
"självständighet","3.0"
"vedtrave","1.0"
"monopolet","5.0"
"levnadsstandard","1.0"
"riksdagens","65.0"
"dagen?","2.0"
"utsläpp?","1.0"
"överraskad","1.0"
"eftergift","1.0"
"käppar","5.0"
"statsrådet","472.0"
"expertmyndigheter","4.0"
"mobila","2.0"
"kalaset","2.0"
"stabiliteten","1.0"
"kontaktledningar","2.0"
"friskvårdsinterpellationen","1.0"
"hemserviceenkät","1.0"
"förbifarten?","6.0"
"framkommit","7.0"
"utspel","5.0"
"socialt","3.0"
"regeringsförklaring","4.0"
"unika","2.0"
"planprocesserna","3.0"
"omvärldsläge","2.0"
"laborera","2.0"
"visionen","1.0"
"innovation?","2.0"
"visioner","3.0"
"kartläggning","2.0"
"optimistisk","1.0"
"överensstämmer","3.0"
"vapenärenden","1.0"
"krävas","5.0"
"sociala","14.0"
"förtjänstfullt","3.0"
"620","2.0"
"skattemedel","8.0"
"riksdagen?","1.0"
"föreningar","5.0"
"verbala","1.0"
"gödningen","1.0"
"unikt","9.0"
"alltför","20.0"
"åldrar","3.0"
"åldras","2.0"
"löftet","6.0"
"skolinspektionens","2.0"
"vidareutveckla","2.0"
"lönegapet","1.0"
"löften","15.0"
"köper","11.0"
"köbildning","1.0"
"handläggare","3.0"
"dagens","43.0"
"branschorganisationer","2.0"
"förtidspensionera","7.0"
"pensionerades","1.0"
"spritfabrik?","1.0"
"ägnade","4.0"
"stammar","1.0"
"tillgänglighetens","1.0"
"självfinansierande","2.0"
"motsatsförhållanden","1.0"
"flygplatserna","21.0"
"aktivitetsförbud","1.0"
"it-personal","1.0"
"valsvek","1.0"
"påverkade","1.0"
"utredning?","1.0"
"s. 57","2.0"
"självfallet","9.0"
"64-","1.0"
"förlita","1.0"
"omgärdas","1.0"
"pratas","2.0"
"pratar","55.0"
"rådgivning","1.0"
"pratat","17.0"
"användandet","2.0"
"bull","1.0"
"beredningen","6.0"
"omgärdad","1.0"
"kommuners","1.0"
"flygövningen","1.0"
"utomeuropeiska","2.0"
"kommen","1.0"
"balanserad","1.0"
"arla","1.0"
"femårsperiod","1.0"
"instans","1.0"
"tillsätta","24.0"
"folkhögskola","1.0"
"kommer","1026.0"
"valrörelsen:","1.0"
"lokalvårdare","2.0"
"orosdämpande","1.0"
"balanserat","2.0"
"avtagande","1.0"
"gavel","3.0"
"inköp","2.0"
"jas-plan","2.0"
"65?","1.0"
"bränslepriserna","1.0"
"produktivitetstillväxt","2.0"
"hunnit","4.0"
"tillsätts","3.0"
"lexikon","1.0"
"pay-off-tid","1.0"
"faktiskt","200.0"
"blockerade","1.0"
"återgett","1.0"
"stryka","4.0"
"branschorganisationen","3.0"
"skolföretag","1.0"
"provkört","1.0"
"regelnämnd","1.0"
"faktiska","12.0"
"lettland","10.0"
"anställa","100.0"
"myllan","1.0"
"anställd","7.0"
"flygplatserna?","2.0"
"sysselsättningsutvecklingen","2.0"
"skuldsättning","8.0"
"självmord","1.0"
"överlämnats","2.0"
"675","1.0"
"anställs","1.0"
"anställt","1.0"
"säkerhetsproblem","1.0"
"kulturliv","1.0"
"kommuner?","1.0"
"terrängen","1.0"
"kontinenten","1.0"
"katter","1.0"
"koncentrationssvårigheter","1.0"
"historiens","3.0"
"tid?","4.0"
"cykelvägar","1.0"
"basis","5.0"
"förankra","2.0"
"domstolarna","2.0"
"förvaltningsplaner","1.0"
"lösenord","1.0"
"förvaltningen","1.0"
"tid;","1.0"
"förordna","1.0"
"värderingar","6.0"
"massa","19.0"
"karriärutvecklingen","1.0"
"urval","1.0"
"långtidssjukskrivningar","5.0"
"kommunens","2.0"
"flygövningar","2.0"
"mehmet","15.0"
"remissarbetet","1.0"
"felbedömning","1.0"
"kommas","1.0"
"pennstreck","1.0"
"synligt","2.0"
"koll","4.0"
"hyresnämnden","1.0"
"leder","67.0"
"ledet","1.0"
"fartygsagenterna","1.0"
"masse","1.0"
"buss","2.0"
"tryckfrihetsförordningen","1.0"
"bostadspolitiska","4.0"
"bringar","1.0"
"hämma","1.0"
"komma?","1.0"
"situationerna","2.0"
"ledda","3.0"
"kunskapsbaserade","1.0"
"ledde","9.0"
"låglöneyrke","1.0"
"90-talet","14.0"
"automatik","2.0"
"tids","5.0"
"rättskedja","1.0"
"året","56.0"
"exceptionell","1.0"
"existensen","1.0"
"miljöpartisterna","3.0"
"fördjupad","2.0"
"skuldbörda","1.0"
"salvor","1.0"
"aron","3.0"
"skogsnäring","3.0"
"åren","113.0"
"markant","5.0"
"dessutom:","1.0"
"väljarnas","1.0"
"försvarsförbanden","1.0"
"numerären","1.0"
"trakterade","1.0"
"avsåg","4.0"
"svb-formen","2.0"
"löntagarkollektivet.","1.0"
"trafikinfarkt","1.0"
"bonus-malus-systemet","2.0"
"bästa?","1.0"
"bröstet","4.0"
"smågrisar","1.0"
"armé","1.0"
"tvättar","1.0"
"våldsbrott","3.0"
"slogs","1.0"
"tillnärmelsevis","3.0"
"projektet","18.0"
"eu-frågor","1.0"
"vuxit","12.0"
"input","1.0"
"rederierna","7.0"
"svenskar","13.0"
"lastutrymme","1.0"
"ointressant","2.0"
"sysslolös","1.0"
"kunskapsintensiv","1.0"
"exportberoende","11.0"
"ibland","55.0"
"stadshus","3.0"
"gömmas","1.0"
"elakt","1.0"
"konsekvensen","3.0"
"upptäcker","1.0"
"mötena","1.0"
"prognos;","1.0"
"bekymra","1.0"
"spärrar","1.0"
"konsekvenser","30.0"
"faktorn","5.0"
"avverkar","1.0"
"jacka","1.0"
"europas","27.0"
"företagsledare","3.0"
"(finansminister","1.0"
"missuppfattat","2.0"
"invasionen","1.0"
"tävlingssport","1.0"
"miljarder","156.0"
"gränsade","1.0"
"nålar","1.0"
"vinkla","1.0"
"konkurrensneutralt","1.0"
"gynnats","2.0"
"disparata","2.0"
"valresultatet","1.0"
"till","3048.0"
"knappt","14.0"
"dagarnas","1.0"
"identifierar","1.0"
"identifieras","1.0"
"identifierat","2.0"
"torde","3.0"
"knappa","1.0"
"sfi-utbildning","1.0"
"säkerhetspolitik","3.0"
"kort","38.0"
"åtalsunderlåtelse","1.0"
"minsann","3.0"
"europa?","2.0"
"kors","1.0"
"objektiva","6.0"
"vore","105.0"
"hälsa","6.0"
"premieras","2.0"
"bostadsrätt","2.0"
"nyrup","1.0"
"garanti","6.0"
"24 000","5.0"
"parlament","3.0"
"bostadsinbrotten","4.0"
"revisionsrättens","2.0"
"elaka","1.0"
"slitsamt","1.0"
"formade","1.0"
"chans","19.0"
"omsätta","1.0"
"keynesiansk","1.0"
"medvetna","4.0"
"vetenskap","1.0"
"kommit","108.0"
"förhandlingar:","1.0"
"fördelningsprofil","2.0"
"stängas","9.0"
"traineetjänster","1.0"
"projekten","2.0"
"ting","6.0"
"finansieringsbeslut","1.0"
"botniabana","1.0"
"priskänsligt","1.0"
"söktryck","1.0"
"rättigheterna","4.0"
"vaccinationsalliansen","1.0"
"teknikutveckling","4.0"
"avslutningsvis:","1.0"
"vinsten","1.0"
"förlåt","3.0"
"vinster","12.0"
"samarbetsparti","2.0"
"buzz","1.0"
"färdigutredda","5.0"
"hotade","5.0"
"handelskamrar","2.0"
"vaxholm","4.0"
"kostnadsökningarna","1.0"
"stängda","2.0"
"ministrarna","5.0"
"tillförskansa","1.0"
"tips","1.0"
"solskenshistorierna","1.0"
"kompetensutvecklingsinsats","1.0"
"reformutrymmets","1.0"
"inspel","3.0"
"sälen","1.0"
"svårare","39.0"
"långsammare","1.0"
"slopa","6.0"
"tigerhjärta","1.0"
"grundvalarna","1.0"
"storhet","2.0"
"litauen?","2.0"
"frågorna","69.0"
"tullar","2.0"
"krishanteringen","1.0"
"mötesform","1.0"
"svårast","3.0"
"omprövning","1.0"
"skjutas","2.0"
"30 procent","1.0"
"trakthyggesbruk","1.0"
"orosmoln","1.0"
"regeringen:","2.0"
"förbehåller","1.0"
"regeringen?","8.0"
"<em>the","1.0"
"kastade","2.0"
"friluftsorganisationer","1.0"
"uttalande","11.0"
"protokollförda","1.0"
"fernissan","1.0"
"följdfråga","5.0"
"framkommer","8.0"
"sjunkit","4.0"
"analyschef","2.0"
"stänger","11.0"
"elmsäter-svärd","3.0"
"registrerades","1.0"
"gästade","1.0"
"något.","3.0"
"budgetar?","1.0"
"samarbetskollega","1.0"
"bostadspolitiken?","1.0"
"kräver","34.0"
"genomsnittlig","3.0"
"omvärdering","1.0"
"poliser","13.0"
"polisen","104.0"
"regeringens","230.0"
"kapital","10.0"
"bredare","9.0"
"upprörda","3.0"
"föreläsning","1.0"
"jobbhämmande","1.0"
"bakhuvudet","1.0"
"kommun","29.0"
"brännpunkt","2.0"
"foder","1.0"
"grundansvariga","1.0"
"borgar","1.0"
"morgnar","3.0"
"titt","1.0"
"tryckskador","1.0"
"regeringskollegerna","1.0"
"skjuter","3.0"
"tillväxtfientlig","2.0"
"skjuten","1.0"
"feministisk","7.0"
"dagis","2.0"
"potential","6.0"
"fjärde","7.0"
"medfinansiering","1.0"
"kongruent","1.0"
"investeringskapaciteten","1.0"
"strykas","2.0"
"undersöker","1.0"
"bergström","9.0"
"icke-besked","1.0"
"högskoleutbildningar","2.0"
"ålderspensionen","1.0"
"björling","3.0"
"ofinansierade","6.0"
"vuxna","9.0"
"tomrum","1.0"
"desto","20.0"
"front?","1.0"
"<em>relativt</em>","1.0"
"medvetet","7.0"
"allmänheten","5.0"
"tunnlar","1.0"
"medveten","21.0"
"utformning","2.0"
"70-årsdagen","1.0"
"laffereffekt","1.0"
"skatteproblematiken","1.0"
"droghundar","1.0"
"eventuellt","15.0"
"kallinge","1.0"
"motverkar","12.0"
"margareta","2.0"
"yrkena","2.0"
"motverkas","1.0"
"friår","2.0"
"hördes","3.0"
"sjukskrivningsreform","1.0"
"sjunker","3.0"
"dimension","2.0"
"klimatvänligt","2.0"
"okvalificerad","1.0"
"någons","2.0"
"alternativa","5.0"
"kapitel","1.0"
"fokuseringen","1.0"
"sekretesslagen","1.0"
"alternativt","5.0"
"vardagliga","1.0"
"geriatrisk","1.0"
"otätt","1.0"
"närmaste","11.0"
"carvalho","1.0"
"skjutit","2.0"
"orsakat","1.0"
"orsakar","4.0"
"råvara","1.0"
"noterar","26.0"
"helhetsgrepp","3.0"
"arbetsskador","1.0"
"noterat","5.0"
"noteras","1.0"
"tveka","1.0"
"färöarna","1.0"
"arbetslöshetsförsäkringen?","1.0"
"krångligt","2.0"
"kompetenta","8.0"
"otrolig","1.0"
"allvarliga","21.0"
"firma","1.0"
"innerstaden","1.0"
"underifråndialog","1.0"
"dubblerad","1.0"
"tricksa","5.0"
"vällde","1.0"
"granne","3.0"
"arbetslös?","1.0"
"grundreglerna","1.0"
"billigare","15.0"
"dubblerar","1.0"
"instegsjobben","18.0"
"makten?","3.0"
"dubbleras","1.0"
"fingret","1.0"
"sikarapport","1.0"
"krångliga","2.0"
"sysselsättningsdeltagande","1.0"
"föreställer","2.0"
"betydande","4.0"
"begraver","1.0"
"bensinmack","1.0"
"påstår;","1.0"
"effektivitet","10.0"
"arkitekter","1.0"
"genomgripande","1.0"
"ojämställt","1.0"
"vårvete","1.0"
"också","1056.0"
"amatör","1.0"
"fredstid","3.0"
"mediokert","1.0"
"görligt","1.0"
"chalmers","4.0"
"reguljär","3.0"
"märkning?","1.0"
"framhöll","2.0"
"prislappen","2.0"
"70-","1.0"
"myndighetschef","3.0"
"700","13.0"
"tryggheten","1.0"
"uppvärmning","1.0"
"allianspartiernas","1.0"
"riksdagsledamot;","1.0"
"flaggade","1.0"
"sammanfattar","1.0"
"skickliga","2.0"
"livskraftiga","1.0"
"snittet","1.0"
"borgerliga","29.0"
"återreglering","4.0"
"dubbla","3.0"
"läkarstudenten","1.0"
"västkusten","1.0"
"utgiftsområde","6.0"
"barns","8.0"
"försörjdes","2.0"
"yrkesverksam","1.0"
"skrotat","1.0"
"styvmoderligt","5.0"
"fentanyler","3.0"
"väcktes","3.0"
"skyddsjakten","1.0"
"borgerligt","2.0"
"forskningsnivå","1.0"
"kompetens-","1.0"
"chaufförer","7.0"
"killar","2.0"
"arkeologiska","2.0"
"övertygelse","2.0"
"yta","4.0"
"extrastöd","1.0"
"fördrag","1.0"
"neutrala","4.0"
"arkeologiskt","1.0"
"akuta","4.0"
"skickligt","1.0"
"verksamhetens","1.0"
"besökte","5.0"
"flygvapnet","1.0"
"fastighetsskatt","4.0"
"punktbeskatta","1.0"
"läsa-skriva-räkna-garanti","1.0"
"livskraftigt","1.0"
"ttip-avtalet","1.0"
"narkotikaklassificeringslagstiftning","1.0"
"påstått","4.0"
"genomförandearbetet","1.0"
"nypa","1.0"
"föredömlig","1.0"
"nödvändighet","3.0"
"utanförskap?","1.0"
"trakasserier","1.0"
"skogsägare","2.0"
"intäkterna","3.0"
"maria","6.0"
"tillverka","1.0"
"startpunkten","1.0"
"viltmyndighet","8.0"
"marinindustri","1.0"
"chauffören","1.0"
"hovsamt","1.0"
"meningsutbyten","2.0"
"verksamheten?","3.0"
"steka","1.0"
"rikta","4.0"
"trodde","13.0"
"justeringar","3.0"
"mytomspunnet","1.0"
"gentemot","19.0"
"cynisk","1.0"
"lurade","1.0"
"interpellationsdebatter","11.0"
"interpellationsdebatten","32.0"
"konspirationsteoretiker","1.0"
"gränsvärden","2.0"
"restaurangmomsen","1.0"
"överges","5.0"
"återfall","2.0"
"kläm","1.0"
"action","1.0"
"överger","2.0"
"städar","1.0"
"städat","1.0"
"förenkling?","1.0"
"fantasin","1.0"
"lurad?","1.0"
"obesvarade","1.0"
"marin","1.0"
"trycksår","1.0"
"slagits","1.0"
"riskkapitalet","2.0"
"råvaran","1.0"
"gärna","103.0"
"alkoholhaltiga","8.0"
"barn-","1.0"
"viktiga","147.0"
"kastats","2.0"
"förordningen?","1.0"
"hyllningsanförande","1.0"
"flesta","55.0"
"tågdebatten","1.0"
"skillnaden","21.0"
"772","1.0"
"skönja","2.0"
"skillnader","15.0"
"nyss","14.0"
"följd","18.0"
"bankernas","1.0"
"viktigt","347.0"
"följa","55.0"
"talmannen:","3.0"
"dagarna","4.0"
"viktig?","1.0"
"kommunikationssystem","1.0"
"arbetsmiljöbyrån","1.0"
"följt","7.0"
"flagga","3.0"
"följs","1.0"
"tydlig:","2.0"
"solidaritetstanken","1.0"
"skogsfrågorna","1.0"
"barn?","2.0"
"belopp","5.0"
"krona","18.0"
"städer","5.0"
"vetenskapen","1.0"
"försäljningsställe","1.0"
"folkbildningsvän","1.0"
"problem?","1.0"
"västerås","2.0"
"umeå","10.0"
