"party","FP"
"attraktivt:","1.0"
"tillväxt","18.0"
"sjöfart","2.0"
"vetat","1.0"
"samtidigt","22.0"
"tätbefolkade","1.0"
"uttalande:","1.0"
"vädja","1.0"
"katastrofer","1.0"
"hyresgäst","2.0"
"såväl","5.0"
"offentlig","9.0"
"friheter","2.0"
"eufrat","1.0"
"ungern","1.0"
"friheten","2.0"
"förmögenhetsbildning","1.0"
"federation","1.0"
"konstitutionens","1.0"
"akut","6.0"
"kabinettssekreterare","1.0"
"kartan","1.0"
"nyvalda","1.0"
"succé","1.0"
"kubas","1.0"
"säffle","3.0"
"jens","4.0"
"slås","2.0"
"slår","8.0"
"klassrumsnivå","1.0"
"benämna","1.0"
"abu","4.0"
"kontakta","1.0"
"ansvara","1.0"
"kuban","1.0"
"hotbilden","2.0"
"rätt","55.0"
"modiga","3.0"
"arbetssätt","2.0"
"red","1.0"
"konkurrensen","1.0"
"möjliggöra","3.0"
"beredda","5.0"
"folkrättsligt","1.0"
"ren","3.0"
"inlämnade","3.0"
"dogmatiskt","2.0"
"utländska","1.0"
"massmord","1.0"
"återgiven?","1.0"
"stödpartiet","1.0"
"dogmatiska","2.0"
"universitetsbehöriga","1.0"
"diktaturen","1.0"
"almega","1.0"
"behov","11.0"
"diktaturer","2.0"
"rycker","1.0"
"washington","1.0"
"ställa?","1.0"
"konsekvens","2.0"
"hemska","1.0"
"konsekvent","5.0"
"kärnvapenmakt","1.0"
"kvinna","3.0"
"omöjligt","6.0"
"arbetsträning","3.0"
"riksdagen","48.0"
"karaktär","1.0"
"talanger","1.0"
"förbrytelser","1.0"
"aktörer","17.0"
"aktivisterna","3.0"
"resurserna","1.0"
"vrida","3.0"
"rättigheterna.","1.0"
"egen","18.0"
"avskaffat","1.0"
"avskaffar","1.0"
"konstnären","1.0"
"makten","7.0"
"agneta","1.0"
"tolka","2.0"
"tillämpa","1.0"
"parentesen","3.0"
"beklagligt","2.0"
"interpellation","31.0"
"synnerhet","5.0"
"ganska","56.0"
"feminism","1.0"
"styrsystem","1.0"
"affärsresenärerna","1.0"
"när","303.0"
"eget","7.0"
"feminist","1.0"
"kvinnan?","1.0"
"riksintressena","3.0"
"samhället","22.0"
"försvinna","1.0"
"långtgående","3.0"
"konkret","13.0"
"frågor:","2.0"
"behandling","3.0"
"romson","7.0"
"ständigt","3.0"
"bohuslän","1.0"
"bemannat","1.0"
"når","8.0"
"nås","1.0"
"dugg","1.0"
"yrkeslärlingssystemen","1.0"
"tungt","1.0"
"tillvägagångssätt","1.0"
"argumenterar","2.0"
"kvotera","1.0"
"märkligt","8.0"
"tungan","1.0"
"system","12.0"
"lönsamt","1.0"
"ställde","2.0"
"stockholmsfråga","4.0"
"ställda","1.0"
"tunga","3.0"
"kubik","1.0"
"demokratisk","2.0"
"erkännandet","4.0"
"vecka","10.0"
"genetiska","1.0"
"överväger","2.0"
"air","1.0"
"stället","21.0"
"regler","5.0"
"beordrar","1.0"
"ställer","22.0"
"lärande","1.0"
"ytterst","9.0"
"åklagare","1.0"
"ställen","2.0"
"fängelsestraff","1.0"
"regeringar","8.0"
"direktsändning","1.0"
"identifiera","1.0"
"närområde","1.0"
"uppgift","3.0"
"aspekt","1.0"
"svansföring","1.0"
"rötterna","1.0"
"kubanerna","1.0"
"regionerna","3.0"
"obegripligt","3.0"
"citynära","3.0"
"kinavänliga","1.0"
"hyresrätt","1.0"
"kommunerna?","1.0"
"ändra","10.0"
"anslagit","1.0"
"akt","1.0"
"mergeformat","79.0"
"solklart","3.0"
"pressmeddelande","3.0"
"efterhand","1.0"
"optimera","2.0"
"fängslats","1.0"
"jämställda","2.0"
"all","18.0"
"trafikutskottet","3.0"
"svagare","1.0"
"budgetproposition","4.0"
"konstitutionell","1.0"
"samverka","1.0"
"genetiskt","1.0"
"entydigt","1.0"
"jaktsynpunkt","1.0"
"vägledning","1.0"
"klarar","5.0"
"0,2","1.0"
"dåvarande","2.0"
"medger","1.0"
"grisarna","1.0"
"graffitikonstnär","1.0"
"återkommit","2.0"
"övervägde","2.0"
"migrationsverket","7.0"
"överlåta","1.0"
"förhållande","3.0"
"stalkningslagstiftningen","1.0"
"gräsligt","2.0"
"arbetsförmåga?","2.0"
"produktutveckla","1.0"
"and","1.0"
"dumt","2.0"
"dimridåerna?","1.0"
"förstörs","1.0"
"förstört","1.0"
"brutit","1.0"
"margot","6.0"
"förvaltningssamarbete","1.0"
"apostroferades","1.0"
"romska","2.0"
"förklarade","1.0"
"kommunernas","7.0"
"rps","1.0"
"ovanligt","1.0"
"mottagandekapacitet","1.0"
"egna","13.0"
"tacka","27.0"
"handelskammare","5.0"
"kommenterat","2.0"
"kommenterar","3.0"
"länsstyrelserna","2.0"
"bristfällig","1.0"
"trollspöet","1.0"
"operatörer","1.0"
"överetablering","1.0"
"förstod","6.0"
"motfråga","1.0"
"personalförsörjning","1.0"
"riksförbund","1.0"
"mördare","1.0"
"folkmordskonventionen","2.0"
"innebörd","1.0"
"ålderns","1.0"
"färre","13.0"
"utanför","12.0"
"flygtrafiken","8.0"
"byggtakt","1.0"
"medverkar","1.0"
"egon","1.0"
"medverkat","2.0"
"integrationspolitiken","5.0"
"nyckeltal","1.0"
"territoriet","1.0"
"befogenheter","2.0"
"kärnvapen?","1.0"
"odla","2.0"
"återkommer","7.0"
"näringsfattiga","1.0"
"krävdes","1.0"
"kriminell","2.0"
"jobbpolitik","1.0"
"vida","1.0"
"råda","1.0"
"drastiskt","3.0"
"animaliskt","1.0"
"uträttar","1.0"
"regionala","10.0"
"inomhusmiljöer","1.0"
"leverera?","1.0"
"kameror","1.0"
"regionalt","4.0"
"nästa","12.0"
"arm","2.0"
"nedgång","1.0"
"skattesystem","2.0"
"boko","2.0"
"veckorna?","1.0"
"vice","9.0"
"slöt","1.0"
"art","1.0"
"arv","1.0"
"bankerna","1.0"
"avslagna","1.0"
"boja","1.0"
"gälla","10.0"
"talande","1.0"
"röda","1.0"
"ask","2.0"
"självklart","18.0"
"bidra","8.0"
"avgjord","4.0"
"vision:","1.0"
"fridolins","1.0"
"ukrainare","1.0"
"realiteten","1.0"
"habila","1.0"
"ekonomiskt","2.0"
"alkohol","1.0"
"organisation","2.0"
"rum","4.0"
"allmänt","5.0"
"ankomst","1.0"
"målen","8.0"
"antisemitismen","1.0"
"regelverk","13.0"
"reaktion?","1.0"
"ekonomiska","9.0"
"utanförskapet","3.0"
"att","3297.0"
"sjuksköterskor","5.0"
"skattebaser","2.0"
"negativt","3.0"
"vitbok","1.0"
"namn","1.0"
"förväntningar","2.0"
"statistik","11.0"
"hemisfärens","1.0"
"omtag","2.0"
"privat","2.0"
"hårdaste","2.0"
"fortbildning","3.0"
"skriftligt","2.0"
"besked","25.0"
"israelerna","1.0"
"fokusera","10.0"
"frekventa","1.0"
"gripna","1.0"
"utplånas","1.0"
"skriftliga","3.0"
"försvarssverige","1.0"
"styrka","2.0"
"fyrårigt","1.0"
"skett","8.0"
"alla","145.0"
"medlemsländer","1.0"
"möjligen","12.0"
"gymnasie-","1.0"
"negativa","3.0"
"redovisade","1.0"
"hälso-","6.0"
"flickorna","1.0"
"fridolin:","1.0"
"oaktat","1.0"
"allt","48.0"
"alls","10.0"
"årtionden","3.0"
"reformerna","1.0"
"mördats","1.0"
"skolstyrelsen","1.0"
"bostadsministern","1.0"
"mona","1.0"
"sjukskriven","6.0"
"leverans","1.0"
"enklare","6.0"
"remissinstanser","2.0"
"krångel","3.0"
"skriver:","1.0"
"sammanlagda","2.0"
"skatteintäkter","1.0"
"kvalitetsprövningen","1.0"
"uppsägning","1.0"
"fullblodsdiktatur","1.0"
"sjöterritoriet","1.0"
"konstigt","6.0"
"miljöpartist","2.0"
"markanvisning","1.0"
"befolkningarna","1.0"
"osäker","3.0"
"flera","26.0"
"kring","25.0"
"inser.","1.0"
"tonläget","1.0"
"gymnasiet","26.0"
"utnyttjade","1.0"
"bord","8.0"
"återkallas","1.0"
"demokratier","6.0"
"ängelholm","4.0"
"militära","7.0"
"rekommendera","1.0"
"skolutvecklingen","1.0"
"igen:","1.0"
"sjätte","1.0"
"tycktes","1.0"
"sorteras","1.0"
"betydelsefullt","1.0"
"involvera","1.0"
"förpliktar","1.0"
"instanser","1.0"
"tvärtom","6.0"
"vallöfte","1.0"
"akademiker","3.0"
"författningar","1.0"
"eu-medlemskap?","2.0"
"stockholm","32.0"
"natt","2.0"
"behörighetsregler","1.0"
"vill","273.0"
"parter","3.0"
"självständig","1.0"
"sjukförsäkringen?","1.0"
"militärt","9.0"
"kulturmyndigheter","2.0"
"lokal","3.0"
"nato","2.0"
"vila","1.0"
"fastighetsägare","2.0"
"bort","21.0"
"mora","1.0"
"direktiv","4.0"
"(fp)","1.0"
"rövats","1.0"
"välkomnat","1.0"
"välkomnar","23.0"
"målet","1.0"
"vikt","4.0"
"trupp","2.0"
"pensionärer","3.0"
"parten","1.0"
"obstruerar","1.0"
"telefonsamtalen","1.0"
"skolorna","1.0"
"råka","1.0"
"systemkritiska","1.0"
"lärlingsutbildningar","2.0"
"välkomna","5.0"
"deklarera","1.0"
"livscykelanalyser","1.0"
"insett","1.0"
"förbjuds","1.0"
"alliansregering","1.0"
"trassla","1.0"
"säkert","17.0"
"dagsläget","4.0"
"bolagsstyrelser","6.0"
"<em>tror</em>","1.0"
"överraskade","1.0"
"förbjude","1.0"
"förbjuda","6.0"
"detaljnivå","1.0"
"vågar","5.0"
"huvudstadsregionen","1.0"
"kina","12.0"
"bott","3.0"
"gång","31.0"
"malmö","9.0"
"sa:","4.0"
"ordförande","2.0"
"uppriktigt","1.0"
"gissar","1.0"
"därutöver","1.0"
"förena","1.0"
"hyresvärdar","1.0"
"parlamentet","3.0"
"största","21.0"
"sönder","1.0"
"bekräftade","1.0"
"forska","1.0"
"görs","6.0"
"hämndaktioner","1.0"
"röra","6.0"
"icke","3.0"
"fördömandet","2.0"
"förhoppningarna","1.0"
"principlös","1.0"
"budgetarbete","1.0"
"justerar","1.0"
"forskning","11.0"
"larssons","1.0"
"äktenskapet","1.0"
"sak","29.0"
"gapet","1.0"
"psykisk","1.0"
"bostadsbyggandet?","1.0"
"sas","1.0"
"förbudet","1.0"
"sjukskrivna","4.0"
"privaträttsligt","1.0"
"göra","154.0"
"föregå","1.0"
"perspektiv","10.0"
"arabvärlden","1.0"
"socioekonomiska","1.0"
"expertisen","1.0"
"hoppet","1.0"
"paragraf","1.0"
"införande","1.0"
"tillväxtverket","1.0"
"terroristcentrumen","1.0"
"bad","1.0"
"gymnasiereform","1.0"
"prioritering","1.0"
"bostadsdebatten","1.0"
"christer","2.0"
"kärnkraft","4.0"
"boys","1.0"
"lyssna","9.0"
"ekonomisk","6.0"
"bedöma","2.0"
"röst","5.0"
"undvika","2.0"
"scb","2.0"
"förespråkar","2.0"
"bas","1.0"
"öppna","1.0"
"bedömd","1.0"
"klassiska","1.0"
"vinna-vinna-relation","1.0"
"bredda","3.0"
"riksdagsbindning","1.0"
"gedigen","1.0"
"personal","2.0"
"intill","1.0"
"motiverat","1.0"
"motiveras","1.0"
"territorium","4.0"
"höjda","2.0"
"omfattande","13.0"
"kompliceras","1.0"
"bilister","1.0"
"förbättra","6.0"
"komplicerat","2.0"
"straffrätten","1.0"
"papperskorgen","3.0"
"första:","1.0"
"präglade","1.0"
"försvunnit","2.0"
"delen","20.0"
"rått","1.0"
"vitt","2.0"
"henriksson","1.0"
"fredliga","1.0"
"ministern","52.0"
"lärarförbundet","3.0"
"misstänkta","11.0"
"myndighetsledningarna","2.0"
"studerade","1.0"
"upptar","1.0"
"plockas","1.0"
"rörande","1.0"
"ses","6.0"
"ser","118.0"
"tappade","1.0"
"höjer","4.0"
"barnen","1.0"
"viss","11.0"
"sex","13.0"
"förföljer","1.0"
"gått","15.0"
"värderar","1.0"
"hoppar","6.0"
"populära","1.0"
"hoppas","30.0"
"kriterier","2.0"
"bakgrund","9.0"
"löser","6.0"
"visa","13.0"
"studentbostäderna","1.0"
"sfi","23.0"
"inneburit","4.0"
"river","1.0"
"utsläppsrätter","1.0"
"framfört","2.0"
"ärende","1.0"
"framförs","2.0"
"kompetensglappet","1.0"
"oecd","3.0"
"miljöpartiet","37.0"
"oftare","1.0"
"ben","1.0"
"jättebra","2.0"
"världen","17.0"
"åtgärderna","1.0"
"ber","3.0"
"lösningar","5.0"
"förföljda","1.0"
"arresterat","2.0"
"näringsfientliga","1.0"
"ekonomins","1.0"
"frihetsaktivister","1.0"
"brinner","1.0"
"befinner","9.0"
"bekant","1.0"
"personer","47.0"
"syfte</em>","1.0"
"indirekt","9.0"
"levnadsvillkor","1.0"
"arresterad","2.0"
"genomsyra","1.0"
"fra-lagen","1.0"
"prognos","3.0"
"duktiga","10.0"
"diskuteras:","1.0"
"instämde","3.0"
"formulerade","1.0"
"densamma","1.0"
"sannolikt","5.0"
"skede","3.0"
"delar","52.0"
"delas","2.0"
"vilken","19.0"
"förmögenhetsuppbyggnaden","1.0"
"delat","1.0"
"klämma","1.0"
"sig","228.0"
"personen","9.0"
"oftast","4.0"
"sin","60.0"
"läge","12.0"
"fridskränkningar","1.0"
"alltid","25.0"
"ansvariga","3.0"
"övervakning","2.0"
"lo-styrelserna","1.0"
"lägg","1.0"
"hundra","5.0"
"irakiska","2.0"
"barnkullar","1.0"
"liberalerna","1.0"
"stadgar","4.0"
"intimt","1.0"
"utredaren","3.0"
"kunskapskrav","3.0"
"vilket","61.0"
"matchningsspecialister","1.0"
"principiell","1.0"
"tänkvärt","1.0"
"humant","3.0"
"statens","15.0"
"försvarsberedningens","2.0"
"hemlösa","3.0"
"sju","3.0"
"ambassadörsnätverk","1.0"
"tjänar","1.0"
"ryssland-ukrainakonflikten","1.0"
"utredare","9.0"
"ansvarstagande","1.0"
"modet","1.0"
"tidpunkten","1.0"
"bil","6.0"
"världar","1.0"
"bevaka","2.0"
"engelhardt","1.0"
"massförstörelsevapen","2.0"
"vidare?","2.0"
"ska","482.0"
"ske","18.0"
"bit","3.0"
"vinst","6.0"
"tillika","1.0"
"eliasson","1.0"
"skl","3.0"
"värnskatten","3.0"
"diskuterats","1.0"
"utlovats","1.0"
"introduceras","1.0"
"lösningen","5.0"
"öppet","1.0"
"hoppades","1.0"
"funktion","1.0"
"öppen","1.0"
"rättvisan","1.0"
"gymnasium","1.0"
"kreativa","1.0"
"ryggen","2.0"
"judarna","1.0"
"otäckt","1.0"
"presenterade","1.0"
"miste","2.0"
"statsbildningar","1.0"
"uttalade:","1.0"
"framsteg","2.0"
"hälsar","1.0"
"återkom","2.0"
"griper","1.0"
"jämförbara","1.0"
"frågeställningarna","1.0"
"kostat","2.0"
"uppdrag","22.0"
"svenskkurder","1.0"
"givna","1.0"
"bli","60.0"
"kostar","18.0"
"fas 3","2.0"
"rivna","2.0"
"bistå","3.0"
"kändes","1.0"
"upphävd","1.0"
"småskaliga","1.0"
"glasklar","1.0"
"1,1","2.0"
"millennieskiftet","1.0"
"drabbar","5.0"
"drabbas","7.0"
"studentrörelse","1.0"
"kobane","6.0"
"glömde","2.0"
"sedan","106.0"
"palestinsk","3.0"
"utnämningsmakten","6.0"
"avpolitisering","1.0"
"produkten","1.0"
"studerat","1.0"
"produkter","7.0"
"skyddas","3.0"
"restaurangbranschen","1.0"
"läns","1.0"
"skyddar","1.0"
"skilsmässa","3.0"
"regeringsmakten","1.0"
"granskande","1.0"
"självklara","1.0"
"misstänker","1.0"
"basutbud","1.0"
"anger","6.0"
"roger","1.0"
"värnpliktiga","1.0"
"bostadsutvecklingsområde","1.0"
"som","1615.0"
"återgår","1.0"
"omgående","1.0"
"eu-ansvaret","1.0"
"dela","5.0"
"ibrahim","4.0"
"anpassat","1.0"
"skilsmässor","1.0"
"dem?","1.0"
"övertydlig","1.0"
"antogs","1.0"
"studerar","3.0"
"inblandad","1.0"
"lärarlönesatsning","1.0"
"statssekreterarnivå","1.0"
"jämförbart","1.0"
"bättre?","1.0"
"blocköverskridande","1.0"
"slå","7.0"
"tidsplanen","2.0"
"relevant","6.0"
"innebära","13.0"
"fascinerande","2.0"
"relevans","1.0"
"belyste","1.0"
"ökning","1.0"
"konsumenterna","6.0"
"vinna","2.0"
"sommaren","5.0"
"diskuterat","1.0"
"räknas","1.0"
"bom","2.0"
"räknar","2.0"
"pensionerna","1.0"
"talman:","2.0"
"räkna","11.0"
"bor","11.0"
"huset","5.0"
"diskuterar","23.0"
"gripit","1.0"
"diskuteras","5.0"
"små","10.0"
"stafettläkare","1.0"
"arbetsgivare:","1.0"
"datainsamling","1.0"
"avslag","2.0"
"kortare","1.0"
"glesbygd","1.0"
"bombhot","1.0"
"näringslivet","5.0"
"tidsutrymme","1.0"
"denna?","1.0"
"bevara","2.0"
"ukrainskt","1.0"
"husen","1.0"
"löneskillnaderna","2.0"
"upplysa","2.0"
"dels","10.0"
"utvecklare","2.0"
"9 procent","1.0"
"väcka","2.0"
"höstterminen","1.0"
"uppfattning","14.0"
"100","11.0"
"sammanföll","1.0"
"gymnasiepolitiken","2.0"
"ukrainska","1.0"
"interpellationssvar","1.0"
"återkomma","27.0"
"dagspress","1.0"
"tjäna","1.0"
"väcks","1.0"
"skarpt","1.0"
"programmerare","1.0"
"delta","7.0"
"utmaningarna","2.0"
"rovdjurspolitiken","1.0"
"skattehöjningen","4.0"
"lärt","1.0"
"bra","84.0"
"ledning","3.0"
"framgår","4.0"
"miljöpartister","1.0"
"lära","11.0"
"utvecklats","1.0"
"putin","2.0"
"processerna","5.0"
"flygkluster","1.0"
"begränsar","1.0"
"begränsas","2.0"
"extremism","4.0"
"pyry","2.0"
"svara:","1.0"
"anslag","2.0"
"nordligaste","1.0"
"begränsad","3.0"
"pådrivande","11.0"
"kontrollerad","1.0"
"flyger","1.0"
"fotboja","1.0"
"regleringsbrev","4.0"
"flyget","7.0"
"säkerhetspolitisk","1.0"
"vräkningsförfarandet","1.0"
"viljor","2.0"
"kontrollerar","2.0"
"pusselbit","2.0"
"problematiskt?","1.0"
"svarat:","1.0"
"kontrolleras","4.0"
"försök","3.0"
"plikt","2.0"
"förstått","3.0"
"lätt","6.0"
"förvåning","1.0"
"nödbroms","1.0"
"behöver","56.0"
"hävda","2.0"
"stora","46.0"
"proaktiv","1.0"
"instämmer","6.0"
"rörlighet","1.0"
"behövde","4.0"
"blicka","2.0"
"välfärdsmodell","1.0"
"länsstyrelse","2.0"
"medborgerliga","1.0"
"läst","3.0"
"bud","3.0"
"svt","1.0"
"olyckor","1.0"
"läsa","14.0"
"mänskligheten","5.0"
"lokalisering","1.0"
"varför","59.0"
"artikel","8.0"
"skarpa","1.0"
"rädslan","1.0"
"stort","34.0"
"utbildade","1.0"
"utredningstjänst","1.0"
"investeringsstimulanser","2.0"
"reaktorer","1.0"
"lyfte","2.0"
"moderat","9.0"
"chefskap","1.0"
"utvidgning","2.0"
"civilministern","1.0"
"dennis","1.0"
"lyfta","10.0"
"krånglet","1.0"
"bevisläge","1.0"
"arbetsgivarna","1.0"
"länge","22.0"
"dess","10.0"
"155","1.0"
"lyfts","2.0"
"ifall","4.0"
"brå","2.0"
"verka","6.0"
"bedömde","1.0"
"sagts","2.0"
"myndighetsledningen","2.0"
"det?","7.0"
"antydda","1.0"
"stå","11.0"
"vidtar","1.0"
"vidtas","2.0"
"färdigheter","1.0"
"det:","4.0"
"beatrice","2.0"
"polisiära","1.0"
"belönas","1.0"
"frångå","1.0"
"miljödepartementet","1.0"
"tidsfråga","1.0"
"arbetstid","2.0"
"finländska","1.0"
"däremellan","2.0"
"effekterna?","1.0"
"polisiärt","1.0"
"syd","1.0"
"terrorgrupper","2.0"
"fantastiskt","2.0"
"argumenten","2.0"
"bedömas","1.0"
"17-","1.0"
"arbetsrelaterade","1.0"
"syn","8.0"
"regeringen","269.0"
"ägarna","1.0"
"argumentet","1.0"
"beredningstid","1.0"
"behövas","2.0"
"allianspartierna","6.0"
"antyder","1.0"
"frånvaro","1.0"
"wikström","1.0"
"tittade","2.0"
"oktober","4.0"
"handgrepp","1.0"
"saab","3.0"
"siffran?","1.0"
"infrastrukturministern","4.0"
"normal","2.0"
"brutal","1.0"
"personminor","1.0"
"egenföretagare","1.0"
"180","1.0"
"socialism","1.0"
"tilltagit","1.0"
"krafter?","2.0"
"aggressiv","1.0"
"migration","1.0"
"vässa","2.0"
"införas","4.0"
"skulle","186.0"
"hysch-hyscha","1.0"
"änden","4.0"
"ändras","4.0"
"ändrat","1.0"
"ändrar","5.0"
"arbetsgivare","1.0"
"staten?","1.0"
"hade","99.0"
"övervakas","3.0"
"styrelserna","1.0"
"utplåna","1.0"
"diskuterade","1.0"
"uppfylls?","1.0"
"rycks","1.0"
"uppnått","1.0"
"ryckt","1.0"
"bristande","1.0"
"varken","5.0"
"inkludera","2.0"
"hyresrätter","5.0"
"arbetslinjen","1.0"
"jätteviktigt","1.0"
"dynamiska","1.0"
"införde","1.0"
"sabo","3.0"
"ytterligare","27.0"
"kränkning","1.0"
"tuff","3.0"
"diskrimineringen","1.0"
"landsbygdsminister","1.0"
"terapeut","1.0"
"abonnemang","1.0"
"boverkets","4.0"
"kriminalvården","1.0"
"näringslivets","1.0"
"uppstå","1.0"
"bedömer","5.0"
"galler","1.0"
"sammanställer","1.0"
"gymnasieminister","1.0"
"knäna","1.0"
"tjänst","3.0"
"frigivning","1.0"
"goda","11.0"
"människorna","3.0"
"klipper","1.0"
"fängelse","3.0"
"fackföreningar?","1.0"
"hållet","5.0"
"svaret","82.0"
"särskild","4.0"
"håller","33.0"
"applåder","1.0"
"besvärligt","3.0"
"kunskapen","7.0"
"ändrad","1.0"
"kunskaper","2.0"
"sade","18.0"
"särskilt","31.0"
"idka","1.0"
"kommunistdiktaturer","1.0"
"argument","8.0"
"uppenbarar","1.0"
"handlar","152.0"
"sagt","28.0"
"uppehållstillstånd","3.0"
"fartyg","4.0"
"personliga","2.0"
"berättelsen","1.0"
"svaren","2.0"
"delge","1.0"
"tag","15.0"
"handlat","2.0"
"ungdomsarbetslösheten","4.0"
"miljöaspekterna","1.0"
"skräcklitteratur","1.0"
"fyraårig","4.0"
"tal","1.0"
"tak","2.0"
"versa","1.0"
"tar","51.0"
"kristenheten","1.0"
"tas","9.0"
"hector","1.0"
"riksintressesystemet","1.0"
"naturen","1.0"
"intressesfär","1.0"
"förband","1.0"
"omvärlden","2.0"
"föräldrar","1.0"
"haft","23.0"
"övervägande","1.0"
"övervägts","1.0"
"utifrån","20.0"
"tjänstepension","5.0"
"intresseorganisationerna","4.0"
"orsakerna","1.0"
"münchentänkandet","1.0"
"yrkesprogram","3.0"
"ifrågasätter","1.0"
"kompromissa","1.0"
"februari","6.0"
"kärnvapen","3.0"
"smartare","2.0"
"palestina?","2.0"
"utvärderingar","5.0"
"fler","44.0"
"avväpnas","1.0"
"gnagande","1.0"
"<em>är</em>","1.0"
"framför","21.0"
"höjas","1.0"
"utvärderade","1.0"
"rivas","1.0"
"passiva","6.0"
"svarar","5.0"
"svarat","3.0"
"etcetera","4.0"
"statistiskt","1.0"
"ökade","3.0"
"instämma","3.0"
"testat","1.0"
"sammanhanget:","1.0"
"skattehöjningar","6.0"
"likväl","1.0"
"belyser","1.0"
"lösas","2.0"
"orolig","5.0"
"synen","5.0"
